exp,algo,scenario,change,n,m0,seed,budget0,budget,runtime_s,epoch0_gap,post_gap,post_auc,post_ratio_mm,migrations,migr_frac,forced,post_cost_gap,mig_lambda,e0_type,e0_gap,e0_auc,e0_mig,e1_type,e1_gap,e1_auc,e1_mig,e2_type,e2_gap,e2_auc,e2_mig,e3_type,e3_gap,e3_auc,e3_mig,e4_type,e4_gap,e4_auc,e4_mig,e5_type,e5_gap,e5_auc,e5_mig,e6_type,e6_gap,e6_auc,e6_mig,e7_type,e7_gap,e7_auc,e7_mig,e8_type,e8_gap,e8_auc,e8_mig,key
h13_event_gamma,H12 swarm (c = 1),n100 m10 churn20 lam=0.05,churn,100,10,602,20000,4000,11.921074628829956,0.0004921075407164687,0.006384998970533235,0.013409405027853746,0.9959143298358534,9.0,0.1125,0.0,0.012044501344498658,0.05,,0.0004921075407164687,0.0239080648063383,0,churn,0.005889778689778047,0.02230703045185392,19,churn,0.007089253673373843,0.012633885608557273,8,churn,0.0049560104634492055,0.008256703720617887,5,churn,0.005948916358746047,0.009577219612507468,5,churn,0.006316028188359497,0.009824801100990797,3,churn,0.010012414262000436,0.015209786428164054,7,churn,0.004723358080612711,0.017385202198665267,17,churn,0.006144232047946091,0.012080611101473302,8,H12 swarm (c = 1)|n100 m10 churn20 lam=0.05|602
h13_event_gamma,H12 swarm (c = 1),n100 m10 churn20 lam=0.05,churn,100,10,603,20000,4000,11.935051679611206,0.0008334994675289358,0.005847515285634263,0.010013830638114559,0.9958772859206777,5.375,0.0671875,0.0,0.009227029536032447,0.05,,0.0008334994675289358,0.009161062079556146,0,churn,0.005545769801600625,0.009460166965168998,5,churn,0.0032559880382322173,0.005064205691472284,2,churn,0.004314522202859472,0.009066008097513125,7,churn,0.008824931809329216,0.01284126166404799,6,churn,0.004863087675018469,0.011024440610547425,6,churn,0.007510791004086498,0.010924524934667305,5,churn,0.006421238853290651,0.008322757782152263,3,churn,0.006043792900656951,0.013407279359347076,9,H12 swarm (c = 1)|n100 m10 churn20 lam=0.05|603
h13_event_gamma,H12 swarm (c = 1),n100 m10 churn20 lam=0.05,churn,100,10,604,20000,4000,11.926275491714478,0.0008614391877108207,0.004141391400746991,0.008854631746274837,0.9990630524075663,6.125,0.07656249999999999,0.0,0.007984533997093621,0.05,,0.0008614391877108207,0.02310671613892095,0,churn,0.008418393774196549,0.011937701615520746,4,churn,0.003940336541430054,0.00934433263417248,6,churn,0.0034657028138114438,0.008161393846443578,7,churn,0.004024299833991333,0.008540748739368581,6,churn,0.003996474194487539,0.009335371858875537,8,churn,0.0024196375873124574,0.006957725910954541,6,churn,0.002841434403880891,0.008985315412676024,7,churn,0.004024852056865662,0.007574463952187212,5,H12 swarm (c = 1)|n100 m10 churn20 lam=0.05|604
h13_event_gamma,H12 swarm (c = 1),n100 m10 churn20 lam=0.05,churn,100,10,605,20000,4000,12.041490316390991,0.0008015564668455525,0.005010624279541336,0.01032321156488295,0.9946504449840752,6.625,0.08281250000000001,0.0,0.00917017755659409,0.05,,0.0008015564668455525,0.014997820392013443,0,churn,0.004140803695214677,0.009011451788211076,6,churn,0.004622547564936157,0.010482949702840309,8,churn,0.003970696683473674,0.010435143895572126,8,churn,0.003207216126678487,0.010350878606990023,9,churn,0.0032695712190639274,0.007938088617008073,5,churn,0.004177358161861991,0.0077917473423061885,4,churn,0.011457010231009758,0.013529931449079905,3,churn,0.005239790554092023,0.013045501117055902,10,H12 swarm (c = 1)|n100 m10 churn20 lam=0.05|605
h13_event_gamma,H12 swarm (c = 1),n100 m10 churn20 lam=0.05,churn,100,10,606,20000,4000,11.89600157737732,0.0011341750938532132,0.004847615874169282,0.012526964104184439,0.9950920196205024,9.625,0.1203125,0.0,0.010890615643119453,0.05,,0.0011341750938532132,0.006629112996451638,0,churn,0.002887243427068646,0.015699980765059154,12,churn,0.005384746649149576,0.012440155201610457,11,churn,0.002787736467952975,0.010114549058988587,10,churn,0.008077697416684527,0.013057350405637366,7,churn,0.004866676338762443,0.009720897021733812,7,churn,0.002459373432540307,0.012446994195587193,13,churn,0.007518446616451948,0.015740729862954574,9,churn,0.004799006644743829,0.01099505632190437,8,H12 swarm (c = 1)|n100 m10 churn20 lam=0.05|606
h13_event_gamma,H12 swarm (c = 1),n100 m10 churn20 lam=0.05,churn,100,10,607,20000,4000,11.587522506713867,0.0004911222434193251,0.004942462001269004,0.011660126656667987,0.9930621011014884,8.5,0.10625000000000001,0.0,0.01027884062147099,0.05,,0.0004911222434193251,0.008204047167754537,0,churn,0.0024749113823895703,0.015414582354497686,17,churn,0.005163293371243722,0.00851462352353849,5,churn,0.0054064418357621805,0.012647136309768115,9,churn,0.004289892784680783,0.008597785165543813,5,churn,0.008161470062367344,0.014865442119857143,7,churn,0.004573893078955091,0.01445223312021443,13,churn,0.003294715835414832,0.009694846138593954,8,churn,0.006175077659338503,0.009094364521330257,4,H12 swarm (c = 1)|n100 m10 churn20 lam=0.05|607
h13_event_gamma,H12 swarm (c = 1),n100 m10 churn20 lam=0.05,churn,100,10,608,20000,4000,11.69037652015686,0.0006756984310903283,0.005798889280678867,0.011365082287964928,0.9976567533397793,7.125,0.0890625,0.0,0.010276519191848826,0.05,,0.0006756984310903283,0.013619621398387863,0,churn,0.004567248901767956,0.0136016743114185,12,churn,0.006174719754105994,0.016223574024260824,13,churn,0.009119531965981063,0.012488130411742024,4,churn,0.004860744128891809,0.010408112780832268,8,churn,0.008049290382548997,0.012650029478056731,6,churn,0.004267770055321793,0.005267675985550045,1,churn,0.0032287855621095213,0.010938417180767301,10,churn,0.006123023494703805,0.009343044131091733,3,H12 swarm (c = 1)|n100 m10 churn20 lam=0.05|608
h13_event_gamma,H12 swarm (c = 1),n100 m10 churn20 lam=0.05,churn,100,10,609,20000,4000,11.303619384765625,0.00025655863405486156,0.0063105420398030555,0.010881483698518674,0.9987596586710017,6.0,0.07500000000000001,0.0,0.010081982459450809,0.05,,0.00025655863405486156,0.010364632278111527,0,churn,0.008000711286351088,0.008935304284614903,1,churn,0.007822334751938604,0.014948878616558694,9,churn,0.008539763799429749,0.009807719605917429,2,churn,0.0058897967344893505,0.01424557478282997,10,churn,0.004191689436811546,0.009812419884659874,8,churn,0.007129329805717493,0.00918287859568646,3,churn,0.004116619012585844,0.01127706051531686,10,churn,0.004794091491100776,0.0088420333025652,5,H12 swarm (c = 1)|n100 m10 churn20 lam=0.05|609
h13_event_gamma,H12 swarm (c = 1),n100 m10 churn20 lam=0.05,churn,100,10,610,20000,4000,11.670346736907959,0.00036567805905041053,0.005713139822148911,0.012560432646656747,0.9970681602390518,8.625,0.1078125,0.0,0.011130192072334715,0.05,,0.00036567805905041053,0.0068499866289539755,0,churn,0.012290643480575219,0.01357763738914672,2,churn,0.0023762207931391837,0.008959859374513412,9,churn,0.006268264482982231,0.007913511944250232,2,churn,0.0036638818665957586,0.012780826674934655,11,churn,0.0062282765946160695,0.01736620639678731,13,churn,0.00388170808061137,0.010813156354903349,9,churn,0.005819849125954472,0.011085844348864416,7,churn,0.005176274152716986,0.017986418689853883,16,H12 swarm (c = 1)|n100 m10 churn20 lam=0.05|610
h13_event_gamma,"H12 swarm, c = 0 after every change",n100 m10 churn20 lam=0.05,churn,100,10,601,20000,4000,10.527626752853394,0.0006910863892909312,0.0036282154258531103,0.008108858959630821,0.9947327444396012,5.625,0.0703125,0.0,0.007156498398646088,0.05,,0.0006910863892909312,0.013107798800482165,0,churn,0.003398414995352528,0.005567759235527199,3,churn,0.0029490687592375045,0.008963270832610086,8,churn,0.004511126658613667,0.01367241484069496,10,churn,0.0025686041898782958,0.009003150188458549,9,churn,0.0042291220264297855,0.006955967029928151,4,churn,0.003786687969253428,0.005634841623622639,2,churn,0.00518489311868495,0.008775664485968228,5,churn,0.0023978056893747242,0.006297803440236754,4,"H12 swarm, c = 0 after every change|n100 m10 churn20 lam=0.05|601"
h13_event_gamma,"H12 swarm, c = 0 after every change",n100 m10 churn20 lam=0.05,churn,100,10,602,20000,4000,10.338338851928711,0.0004921075407164687,0.0034185368272132994,0.010477051847103614,0.9929790035910501,8.375,0.1046875,0.0,0.008668137573493606,0.05,,0.0004921075407164687,0.0239080648063383,0,churn,0.0029608838533549077,0.018835134782976874,19,churn,0.005600348021697522,0.008466423957963602,3,churn,0.0026366114531144744,0.00544137625019047,4,churn,0.004168450812796079,0.011089342728925726,8,churn,0.0017226760664542252,0.009191387993833905,9,churn,0.005423770099178582,0.007713153553561669,2,churn,0.0026852870595472527,0.0098978439901388,8,churn,0.0021502672515633535,0.013181751519237872,14,"H12 swarm, c = 0 after every change|n100 m10 churn20 lam=0.05|602"
h13_event_gamma,"H12 swarm, c = 0 after every change",n100 m10 churn20 lam=0.05,churn,100,10,603,20000,4000,9.954107761383057,0.0008334994675289358,0.0027108484947191416,0.010568196140054638,0.9927712382213028,10.625,0.1328125,0.0,0.009370310414821587,0.05,,0.0008334994675289358,0.009161062079556146,0,churn,0.004527427271687962,0.010376313369103251,9,churn,0.0027537974826844737,0.010216932655123972,9,churn,0.0022757979345812644,0.01094127264116143,12,churn,0.0018246616975839912,0.008729324042410277,10,churn,0.0019833052770099734,0.008349134696601304,9,churn,0.003934973363764004,0.015456681780647769,16,churn,0.0016586332938562697,0.006315396526059676,5,churn,0.002728191636585194,0.01416051340932943,15,"H12 swarm, c = 0 after every change|n100 m10 churn20 lam=0.05|603"
h13_event_gamma,"H12 swarm, c = 0 after every change",n100 m10 churn20 lam=0.05,churn,100,10,604,20000,4000,10.624993562698364,0.0008614391877108207,0.003660496998018119,0.008922764362026058,0.9985849155822524,6.75,0.084375,0.0,0.007892609701612718,0.05,,0.0008614391877108207,0.02310671613892095,0,churn,0.00209133027679133,0.01008650112426226,11,churn,0.0021939566747978556,0.012321927353882023,13,churn,0.0024288722490947126,0.006112389501118813,3,churn,0.004656722761307869,0.006861981155742901,3,churn,0.002763248748850095,0.007772416915571393,7,churn,0.0035053712271482557,0.009834966765099143,8,churn,0.007348330127252129,0.009983059163505642,4,churn,0.0042961439189027045,0.008408872917026286,5,"H12 swarm, c = 0 after every change|n100 m10 churn20 lam=0.05|604"
h13_event_gamma,"H12 swarm, c = 0 after every change",n100 m10 churn20 lam=0.05,churn,100,10,605,20000,4000,10.335433959960938,0.0008015564668455525,0.003408428165147008,0.00869632109740031,0.9930649243340649,7.0,0.0875,0.0,0.007798424474459016,0.05,,0.0008015564668455525,0.014997820392013443,0,churn,0.001427550547387993,0.007015469443211311,7,churn,0.002756564463145518,0.009372751299947973,9,churn,0.002055718518570095,0.007496615432005689,8,churn,0.0049137771621163865,0.009860604383948068,6,churn,0.003255490654338512,0.00731026630961716,5,churn,0.003250644500951508,0.005191054739281804,3,churn,0.005441883724378453,0.011684147628752835,8,churn,0.004165795750287596,0.011639659542437644,10,"H12 swarm, c = 0 after every change|n100 m10 churn20 lam=0.05|605"
