exp,algo,family,n,m,dist,het,inst_seed,run_seed,budget,lb,lb2,maxmin,runtime_s,best,makespan,energy_Wh,evals,gap,gap2,ratio_mm,end_impr_reloc,end_impr_swap,end_tied_crit,wasted,neutral,improving,worse,move_size,gb_impr_per_1k,dup_global_frac,touch_crit_frac,x_frac,x_success,late_improving_frac,last_gb_impr_frac,div_end,purity_end,c_end,c_mean,bsf_005,bsf_010,bsf_015,bsf_020,bsf_025,bsf_030,bsf_035,bsf_040,bsf_045,bsf_050,bsf_055,bsf_060,bsf_065,bsf_070,bsf_075,bsf_080,bsf_085,bsf_090,bsf_095,bsf_100,key
scale_tasks,(1+1)-EA+CXM,n1000 m50 uniform high,1000,50,uniform,high,1,0,20000,101.37563564637229,101.37563564637225,101.71343701568541,1.9629597663879395,101.42379994220754,101.42379994220754,294.3559601755989,20000,0.0004751072141560777,0.0004751072141564985,0.9971524207422741,0,151,1,0.1863593179658983,0.03935196759837992,0.07170358517925897,0.7025851292564628,1.9574978748937446,71.7,0.18700935046752337,0.2543127156357818,0.4975248762438122,0.1415075376884422,0.0093,0.996,0.0,,,,188.97151730855512,131.48700739531182,114.94616106373975,107.53193836361415,104.75386306218238,103.21450963959714,102.5496599678578,102.08696455859877,101.78252904785423,101.69295132580136,101.58971812304357,101.5393803219305,101.52734563185084,101.47809476750214,101.4614306661392,101.45675898463655,101.44441375069901,101.44134205207422,101.4284313695446,101.42379994220754,(1+1)-EA+CXM|1000|50|uniform|high|1|0
scale_tasks,(1+1)-EA+CXM,n1000 m50 uniform high,1000,50,uniform,high,1,1,20000,101.37563564637229,101.37563564637225,101.71343701568541,1.8955528736114502,101.61071180818588,101.61071180818588,294.6754880008927,20000,0.0023188625187378245,0.0023188625187382456,0.9989900527352773,1,185,1,0.18595929796489824,0.04090204510225511,0.07410370518525926,0.6990349517475873,1.9712485624281213,74.1,0.18605930296514825,0.2542627131356568,0.49712485624281216,0.14634882317441159,0.0199,1.0,0.0,,,,178.20526929207648,132.14610417893263,115.93766734813583,108.37185009966237,105.31686291007657,103.35700494525528,102.75055685917252,102.46816356765535,102.31868533401351,102.20042910688069,102.14808165672555,102.11804190946312,102.07521616125744,102.0030170350556,101.97281057462783,101.90229424023492,101.8020543356785,101.7590441711738,101.72932982447779,101.61071180818588,(1+1)-EA+CXM|1000|50|uniform|high|1|1
scale_tasks,(1+1)-EA+CXM,n1000 m50 uniform high,1000,50,uniform,high,1,2,20000,101.37563564637229,101.37563564637225,101.71343701568541,1.9134132862091064,101.41482431689985,101.41482431689985,294.338563890709,20000,0.0003865689253408653,0.00038656892534128597,0.9970641764987304,0,113,1,0.18510925546277313,0.033351667583379166,0.0664033201660083,0.7151357567878394,1.9631981599079955,66.4,0.18540927046352318,0.256062803140157,0.5053252662633132,0.12942806253710668,0.0066,1.0,0.0,,,,193.20761447120205,126.80349288668089,109.2591616446787,105.09358329019307,102.96867292887387,102.083335263506,101.85440793166835,101.70839972360695,101.56530162846042,101.53694745104417,101.5037875699027,101.48180698233642,101.47382499788279,101.46335323175694,101.45175536487567,101.43806650004575,101.42950655743824,101.42466167851501,101.41793850246563,101.41482431689985,(1+1)-EA+CXM|1000|50|uniform|high|1|2
scale_tasks,(1+1)-EA+CXM,n1000 m50 uniform high,1000,50,uniform,high,1,3,20000,101.37563564637229,101.37563564637225,101.71343701568541,1.9038350582122803,101.43515829691485,101.43515829691485,294.3636565980287,20000,0.0005871494680456927,0.0005871494680461135,0.997264090891672,0,242,1,0.19045952297614882,0.031951597579879,0.06425321266063304,0.7133356667833392,1.9482474123706186,64.25,0.19075953797689885,0.2488124406220311,0.49467473373668686,0.12817143434751846,0.0069,0.981,0.0,,,,167.98976157031768,126.55009877701659,109.55858164692911,105.80413615730605,103.97183479842778,103.10260494852345,102.49757366648974,101.9620415108506,101.70051524264494,101.60381360281745,101.56318724992742,101.53360230663615,101.50609138772809,101.49055412016516,101.48153418200566,101.4677809057799,101.46417885681765,101.45273079644463,101.44774386414893,101.43515829691485,(1+1)-EA+CXM|1000|50|uniform|high|1|3
scale_tasks,(1+1)-EA+CXM,n1000 m50 uniform high,1000,50,uniform,high,1,4,20000,101.37563564637229,101.37563564637225,101.71343701568541,1.8242740631103516,101.44084257378216,101.44084257378216,294.3716503021353,20000,0.0006432208981390334,0.0006432208981394542,0.9973199761024572,0,184,1,0.1807590379518976,0.03185159257962898,0.06865343267163358,0.7187359367968399,1.9887994399719986,68.65,0.18130906545327266,0.2536626831341567,0.5088254412720636,0.13276336477987422,0.0088,0.978,0.0,,,,179.52066768850221,120.61809877321781,108.99184601204611,104.73114408661405,103.41247016231587,102.9683709603976,102.67484696507611,102.23437598007307,101.86394093636429,101.68017200185818,101.58160124497456,101.55214685890424,101.52862066477826,101.49533430367917,101.47445581136422,101.46148348822477,101.45966101537454,101.45437151402844,101.44547516781822,101.44084257378216,(1+1)-EA+CXM|1000|50|uniform|high|1|4
scale_tasks,(1+1)-EA+CXM,n1000 m50 uniform high,1000,50,uniform,high,1,5,20000,101.37563564637229,101.37563564637225,101.71343701568541,1.9500455856323242,101.47313893828087,101.47313893828087,294.4253365962656,20000,0.0009618020275473328,0.0009618020275477538,0.9976374991893403,0,286,1,0.18515925796289814,0.044902245112255615,0.08195409770488525,0.687984399219961,1.967348367418371,81.95,0.18535926796339816,0.25971298564928247,0.49802490124506227,0.16204819277108434,0.0247,0.999,0.0,,,,189.83367979254186,131.67067018827575,115.46741464302681,110.16581760967765,107.81864842370123,106.17399572100044,105.32713747355214,104.15107121733281,103.62316445681807,103.05899615464497,102.72619722852231,102.4372425491294,102.17573413426709,101.99614355066988,101.71202562329515,101.57684838057942,101.53869992037403,101.5156567722698,101.49214759690673,101.47313893828087,(1+1)-EA+CXM|1000|50|uniform|high|1|5
scale_tasks,(1+1)-EA+CXM,n1000 m50 uniform high,1000,50,uniform,high,1,6,20000,101.37563564637229,101.37563564637225,101.71343701568541,1.9290180206298828,101.43741275346484,101.43741275346484,294.36957199664965,20000,0.0006093881108479489,0.0006093881108483697,0.9972862556775266,0,217,1,0.18770938546927346,0.028601430071503574,0.06030301515075754,0.7233861693084654,1.9474973748687434,60.3,0.18810940547027352,0.24771238561928097,0.49542477123856193,0.11990310859911182,0.0072,0.99,0.0,,,,149.92924515113708,118.50898903040421,107.46988383729044,104.75572781905646,103.11456005747063,102.30562944793657,101.94301359680985,101.71130162867915,101.62565050199758,101.55020211009726,101.5171825340407,101.49779069872802,101.48614124051008,101.48024912585954,101.46999892106737,101.46338095338373,101.45174860088933,101.4471014072025,101.4420985279768,101.43741275346484,(1+1)-EA+CXM|1000|50|uniform|high|1|6
scale_tasks,(1+1)-EA+CXM,n1000 m50 uniform high,1000,50,uniform,high,1,7,20000,101.37563564637229,101.37563564637225,101.71343701568541,2.066654920578003,101.44639832531469,101.44639832531469,294.3754408104591,20000,0.0006980245153701625,0.0006980245153705832,0.9973745977109244,0,198,1,0.18615930796539826,0.04045202260113006,0.07705385269263464,0.6963348167408371,1.9714985749287464,77.05,0.18660933046652334,0.25616280814040704,0.504025201260063,0.15079365079365079,0.01,0.966,0.0,,,,201.28241621110493,138.6279150071611,116.50754574797814,108.14208854044179,105.107972318661,103.88140391774269,103.02338358340664,102.4270950657607,101.99516896070097,101.80455033415387,101.62574356004914,101.55717757415788,101.5461235720859,101.49903803980989,101.49237012595125,101.46905309654903,101.46040087796446,101.44925774378696,101.44721302878789,101.44639832531469,(1+1)-EA+CXM|1000|50|uniform|high|1|7
scale_tasks,(1+1)-EA+CXM,n1000 m50 uniform high,1000,50,uniform,high,1,8,20000,101.37563564637229,101.37563564637225,101.71343701568541,1.773315668106079,101.47720017603338,101.47720017603338,294.44171463799984,20000,0.001001863307820594,0.001001863307821015,0.9976774274217515,0,394,1,0.19045952297614882,0.03955197759887994,0.07935396769838492,0.6906345317265863,1.9529976498824941,79.35,0.1905095254762738,0.2567628381419071,0.49942497124856244,0.1566880256307569,0.0193,1.0,0.0,,,,186.50497643658164,131.43799585347793,119.0850951454426,113.44407281537985,107.04624270819623,105.33149854749824,104.37558454076755,103.03942091895524,102.61922357237042,102.32950228065654,102.09333391973881,101.958202986216,101.9056897819656,101.76043814729067,101.67352585475508,101.59620165667731,101.53579380218089,101.50145696011437,101.48980955852191,101.47720017603338,(1+1)-EA+CXM|1000|50|uniform|high|1|8
scale_tasks,(1+1)-EA+CXM,n1000 m50 uniform high,1000,50,uniform,high,1,9,20000,101.37563564637229,101.37563564637225,101.71343701568541,1.914198398590088,101.43761680090634,101.43761680090634,294.3725484010451,20000,0.0006114008966637784,0.0006114008966641992,0.9972882617786621,0,194,1,0.18620931046552328,0.036701835091754585,0.06860343017150858,0.7084854242712135,1.952647632381619,68.6,0.1864593229661483,0.25791289564478226,0.4941747087354368,0.13740766973591015,0.01,0.969,0.0,,,,172.9077046534665,128.5271965763569,112.1137105584369,106.33168408928134,104.59143702131007,103.30225268879414,102.76446565809415,102.18958791956823,101.98993237948146,101.84100274543111,101.69296045580911,101.56697324449608,101.52963007239181,101.49066483073251,101.46093006023219,101.45637732291418,101.4521724165111,101.44759658001415,101.44598298433561,101.43761680090634,(1+1)-EA+CXM|1000|50|uniform|high|1|9
