algo,instance,n,m,seed,budget,best,makespan,energy_Wh,lb,gap,runtime_s,evals,wasted,neutral,improving,move_size,gb_impr_per_1k,div_end,purity_end,move_sizes_early,move_sizes_late
MRFO,n30 m5 uniform high,30,5,0,20000,47.39172052774359,47.39172052774359,11.30950693363287,44.52792459708759,0.06431460609424645,2.9025685787200928,19950,0.1592871485943775,0.10230923694779116,0.010642570281124497,11.194176706827308,0.3007518796992481,0.01946360153256705,,12.620481927710843,9.767871485943775
MRFO,n30 m5 uniform high,30,5,1,20000,48.11550026904822,48.11550026904822,11.336009893810939,44.52792459708759,0.08056911936549764,2.4018845558166504,19950,0.25617469879518073,0.002961847389558233,0.008885542168674699,11.160341365461848,0.2506265664160401,0.008582375478927203,,12.678815261044177,9.641867469879518
MRFO,n30 m5 uniform high,30,5,2,20000,49.037778623596715,49.037778623596715,11.519382814078947,44.52792459708759,0.10128147824801378,2.721564531326294,19950,0.10150602409638554,0.15768072289156626,0.008734939759036145,11.402259036144578,0.3508771929824561,0.053869731800766284,,12.536746987951807,10.26777108433735
MRFO,n30 m5 uniform high,30,5,3,20000,47.21427309701732,47.21427309701732,11.281710686401368,44.52792459708759,0.06032952409610918,3.0948214530944824,19950,0.22776104417670684,0.014106425702811246,0.009789156626506024,11.41004016064257,0.2506265664160401,0.0,,12.987951807228916,9.832128514056224
MRFO,n30 m5 uniform high,30,5,4,20000,46.45430444923681,46.45430444923681,11.127028153672965,44.52792459708759,0.043262286971156416,2.779252290725708,19950,0.28539156626506024,0.0008534136546184739,0.009939759036144578,11.233734939759037,0.3007518796992481,0.0,,12.766867469879518,9.700602409638554
MRFO,n30 m5 uniform high,30,5,5,20000,45.930512268561436,45.930512268561436,11.079129970244182,44.52792459708759,0.03149905781967624,2.6067748069763184,19950,0.2031124497991968,0.02073293172690763,0.012299196787148595,11.38258032128514,0.40100250626566414,0.0,,13.005421686746988,9.759738955823293
MRFO,n30 m5 uniform high,30,5,6,20000,48.17473660014316,48.17473660014316,11.373802502021126,44.52792459708759,0.08189943807293676,2.4909133911132812,19950,0.192570281124498,0.04934738955823293,0.010090361445783132,11.517419678714859,0.20050125313283207,0.042452107279693486,,13.564859437751004,9.469979919678714
MRFO,n30 m5 uniform high,30,5,7,20000,45.95492541661584,45.95492541661584,11.052891536080715,44.52792459708759,0.03204732384094964,2.981600761413574,19950,0.2320281124497992,0.0010542168674698795,0.010140562248995984,9.815612449799197,0.3007518796992481,0.0,,11.179819277108434,8.45140562248996
MRFO,n30 m5 uniform high,30,5,8,20000,46.88874094475071,46.88874094475071,11.22536069071003,44.52792459708759,0.053018782461231755,2.8622260093688965,19950,0.07781124497991967,0.003815261044176707,0.010642570281124497,17.30968875502008,0.3508771929824561,0.5208429118773946,,17.360542168674698,17.25883534136546
MRFO,n30 m5 uniform high,30,5,9,20000,47.38221306507074,47.38221306507074,11.118327113382211,44.52792459708759,0.06410108923356007,2.9007599353790283,19950,0.12088353413654618,0.1292168674698795,0.01139558232931727,12.060090361445782,0.20050125313283207,0.05693486590038314,,14.946887550200803,9.173293172690762
MRFO,n30 m5 uniform high,30,5,10,20000,48.26782447704976,48.26782447704976,11.34820104468381,44.52792459708759,0.0839899886150719,2.808340549468994,19950,0.20090361445783134,0.05090361445783133,0.010291164658634538,10.322740963855422,0.40100250626566414,0.0,,11.625200803212852,9.020281124497991
MRFO,n30 m5 uniform high,30,5,11,20000,50.40328317184969,50.40328317184969,11.660524402535888,44.52792459708759,0.13194773005760932,2.2380709648132324,19950,0.09302208835341365,0.0589859437751004,0.007530120481927711,15.437299196787148,0.45112781954887216,0.20475095785440614,,16.49487951807229,14.379718875502007
MRFO,n30 m5 uniform high,30,5,12,20000,46.81617274206533,46.81617274206533,11.176934882071514,44.52792459708759,0.05138905901595533,2.702941656112671,19950,0.1493975903614458,0.07369477911646587,0.008082329317269077,11.492319277108434,0.20050125313283207,0.1836015325670498,,11.831526104417671,11.153112449799197
MRFO,n30 m5 uniform high,30,5,13,20000,46.02167226103086,46.02167226103086,11.060855826140356,44.52792459708759,0.0335463122851445,2.3691482543945312,19950,0.1092871485943775,0.058283132530120484,0.010240963855421687,13.270230923694779,0.45112781954887216,0.036475095785440614,,16.605220883534137,9.935240963855422
MRFO,n30 m5 uniform high,30,5,14,20000,47.02434373693337,47.02434373693337,11.21358828686319,44.52792459708759,0.05606412520760195,2.4968130588531494,19950,0.20180722891566266,0.00642570281124498,0.010642570281124497,11.61460843373494,0.45112781954887216,0.0,,13.529317269076305,9.699899598393575
MRFO,n30 m5 uniform high,30,5,15,20000,46.66503951486494,46.66503951486494,10.99931889470973,44.52792459708759,0.04799493659574529,2.6955373287200928,19950,0.2158132530120482,0.012098393574297189,0.010140562248995984,11.031576305220884,0.3508771929824561,0.0022222222222222222,,11.807329317269076,10.255823293172691
MRFO,n30 m5 uniform high,30,5,16,20000,47.964522464284016,47.964522464284016,11.377644280586818,44.52792459708759,0.0771784873939802,2.942038059234619,19950,0.05948795180722891,0.011345381526104417,0.01355421686746988,15.092269076305222,0.7518796992481203,0.23226053639846744,,16.325100401606427,13.859437751004016
MRFO,n30 m5 uniform high,30,5,17,20000,49.158412651698924,49.158412651698924,11.507293957006304,44.52792459708759,0.1039906552238951,2.3905327320098877,19950,0.21942771084337348,0.06360441767068273,0.010943775100401607,10.801305220883535,0.5012531328320802,0.012337164750957854,,13.24508032128514,8.357530120481927
