change,algo,strategy,seed,post_gap,auc_gap,vs_maxmin,epoch0_gap
vm_add,MRFO,restart,6,1.0139234909613215,1.0631984066141416,1.964248942503022,0.40527578926543967
vm_add,MRFO,restart,7,0.53627020069127,0.6356600509569196,1.4893859068499755,0.3532726946815551
vm_add,MRFO,restart,8,0.4182394580130694,0.49035972404527967,1.3791415346068683,0.2459081507710618
vm_add,MRFO,restart,9,0.9165795190488243,1.1518616603699363,1.8759276704942738,0.33898878635242763
vm_add,MRFO,continue,0,1.003397917800714,1.003511413264782,1.956612239955097,0.661573553201824
vm_add,MRFO,continue,1,0.9920364253542143,0.9920364253542143,1.937602110830761,0.3637826418921461
vm_add,MRFO,continue,2,0.7317894051895302,0.7403110582779718,1.6865306213821074,0.364173525434947
vm_add,MRFO,continue,3,0.5701535127735493,0.5701535127735493,1.5211629997526561,0.2757351698555639
vm_add,MRFO,continue,4,1.2230444594203715,1.2312904419678612,2.1450881491325147,0.6942779594531425
vm_add,MRFO,continue,5,0.5866347356531683,0.633582202099855,1.552596057532226,0.5073161873575747
vm_add,MRFO,continue,6,0.6566659377737272,0.6566659377737272,1.6154707616045119,0.40527578926543967
vm_add,MRFO,continue,7,0.33955386739476545,0.34743516309024647,1.2981808559760488,0.3532726946815551
vm_add,MRFO,continue,8,0.4425889644192659,0.4425889644192659,1.4026592428742013,0.2459081507710618
vm_add,MRFO,continue,9,0.6564877898453174,0.6605712352290247,1.6208542010300966,0.33898878635242763
vm_add,GA,restart,0,0.10385830586787717,0.2642400615492191,1.077979248841915,0.03330845355709214
vm_add,GA,restart,1,0.10323190271794083,0.23996373758856754,1.0736436786950245,0.044737215045632446
vm_add,GA,restart,2,0.09692469873050814,0.19982586993638746,1.0686941484557502,0.04420960960481404
vm_add,GA,restart,3,0.09154904149145134,0.24587982447161738,1.0577008712584086,0.04140748716820941
vm_add,GA,restart,4,0.10611167145704285,0.31591963692967423,1.0672233031538187,0.04614044988929903
vm_add,GA,restart,5,0.11143184890765308,0.23451692071274516,1.0875606420104322,0.028408975812373796
vm_add,GA,restart,6,0.09723168305753926,0.229752135552165,1.0701042276940411,0.02209904721246857
vm_add,GA,restart,7,0.09316011486405758,0.3257297223299783,1.0599954643299174,0.0360462013115298
vm_add,GA,restart,8,0.09756984280077208,0.20131688964637728,1.0672235541554689,0.03829356279773471
vm_add,GA,restart,9,0.09055285108391706,0.2935660011556556,1.067299183083458,0.029749702161615443
vm_add,GA,continue,0,0.09954145604656103,0.11848726837167527,1.0738548701068105,0.03330845355709214
vm_add,GA,continue,1,0.10228493930111242,0.14766647871695665,1.0726122151044546,0.044737215045632446
vm_add,GA,continue,2,0.07967023355089405,0.11222977492929125,1.0519018425354898,0.04420960960481404
vm_add,GA,continue,3,0.1011455895582926,0.13171107530632628,1.067020773464947,0.04140748716820941
vm_add,GA,continue,4,0.09279048051566803,0.11754324829589875,1.054381029720747,0.04614044988929903
vm_add,GA,continue,5,0.08729193031662395,0.1056068265882196,1.064056505376665,0.028408975812373796
vm_add,GA,continue,6,0.07350565389833333,0.08716341320523144,1.04697831058524,0.02209904721246857
vm_add,GA,continue,7,0.08918247271040143,0.10879666776377928,1.0559198958585223,0.0360462013115298
vm_add,GA,continue,8,0.07322896283716013,0.0961705162409847,1.0434723070426828,0.03829356279773471
vm_add,GA,continue,9,0.09364721771952378,0.1235605232383233,1.0703267902822016,0.029749702161615443
vm_add,GA,hypermut,0,0.10407312781291882,0.13505985585352717,1.078354543801654,0.03306287604526271
vm_add,GA,hypermut,1,0.11225886589431586,0.18155556230022574,1.0823110642557745,0.059937501534241724
vm_add,GA,hypermut,2,0.12034999222597702,0.15649270561929032,1.0915266589578358,0.03223336980709759
vm_add,GA,hypermut,3,0.10225689859721128,0.13794789512441744,1.0680485119376817,0.04841866870878225
vm_add,GA,hypermut,4,0.1031196823776499,0.1528319985258075,1.0643888371731887,0.03357593997128304
vm_add,GA,hypermut,5,0.08685878348127621,0.11740843856746734,1.0635854111437588,0.04849660048346365
vm_add,GA,hypermut,6,0.09442038051624346,0.11682436847284508,1.0674364615077627,0.04308730027509927
vm_add,GA,hypermut,7,0.13266748907591966,0.13858016974242632,1.0978245900692971,0.02134697565498769
vm_add,GA,hypermut,8,0.09024608023079568,0.12719708976856853,1.0600747749038406,0.034422977134689614
vm_add,GA,hypermut,9,0.10388212968195847,0.15349088884470521,1.080329952676959,0.05026213878277102
drift,QI-MRFO,restart,0,0.039978004650860446,0.12403727242461968,1.0258659077517365,0.04447783037121954
drift,QI-MRFO,restart,1,0.04213456018667034,0.19107695408637124,1.0211040209986106,0.030569763215201554
drift,QI-MRFO,restart,2,0.048367608016368184,0.10692212247056428,1.0270487705809679,0.031048216084085485
drift,QI-MRFO,restart,3,0.03565773193419171,0.13579141487948226,1.0164620131786724,0.01984229684932734
drift,QI-MRFO,restart,4,0.09936422134160279,0.3027291011844947,1.0808272678743376,0.03833270170130556
drift,QI-MRFO,restart,5,0.10195069744913776,0.39122777048004653,1.0856878160732935,0.017162763133198245
drift,QI-MRFO,restart,6,0.038837978728288904,0.24333146432416503,1.0214047008865623,0.026598728744171754
drift,QI-MRFO,restart,7,0.06833158833744389,0.21299257796828544,1.0485762865635733,0.0683811368309602
drift,QI-MRFO,restart,8,0.04313958238182016,0.15401619792467733,1.0202905376129148,0.05749953293626187
drift,QI-MRFO,restart,9,0.04425500558765373,0.19265907989989045,1.030355023710588,0.020232254787472953
drift,QI-MRFO,continue,0,0.042863907238972744,0.07492454486019173,1.0286824035370477,0.04447783037121954
drift,QI-MRFO,continue,1,0.0349971589928296,0.0754574892897096,1.0141088268547693,0.030569763215201554
drift,QI-MRFO,continue,2,0.04709071629009593,0.09670336156154191,1.025809469650469,0.031048216084085485
drift,QI-MRFO,continue,3,0.04630574130173225,0.09227905695855368,1.0268326949285025,0.01984229684932734
drift,QI-MRFO,continue,4,0.05547586252952948,0.08713434513800437,1.03764361086394,0.03833270170130556
drift,QI-MRFO,continue,5,0.030820218097713202,0.10699264997002045,1.0152833456986379,0.017162763133198245
drift,QI-MRFO,continue,6,0.041053490025407514,0.07094635269952168,1.0235897048392566,0.026598728744171754
drift,QI-MRFO,continue,7,0.05023329208148271,0.09847529377438376,1.0308169965313414,0.0683811368309602
drift,QI-MRFO,continue,8,0.05150956696629849,0.1034037303034288,1.0284537678839725,0.05749953293626187
drift,QI-MRFO,continue,9,0.03966129887855647,0.0752911697228189,1.025828232872907,0.020232254787472953
drift,QI-MRFO,shock g=0.25,0,0.053352767953664594,0.08899794427313104,1.0390616711196332,0.04447783037121954
drift,QI-MRFO,shock g=0.25,1,0.04645339092800664,0.09153027375765502,1.0253242470558557,0.030569763215201554
drift,QI-MRFO,shock g=0.25,2,0.038109584540445704,0.07680113280828801,1.016956727888791,0.031048216084085485
drift,QI-MRFO,shock g=0.25,3,0.043869613103957074,0.08024505606027443,1.0245627273286995,0.01984229684932734
drift,QI-MRFO,shock g=0.25,4,0.042844027128457786,0.10090672940644199,1.0251879220805804,0.03833270170130556
drift,QI-MRFO,shock g=0.25,5,0.03953356010802688,0.12394606076196009,1.0238082931855577,0.017162763133198245
drift,QI-MRFO,shock g=0.25,6,0.03860943258928721,0.08061772388203713,1.0211813802131169,0.026598728744171754
drift,QI-MRFO,shock g=0.25,7,0.043898663711742204,0.08202448179859316,1.0246391225647038,0.0683811368309602
drift,QI-MRFO,shock g=0.25,8,0.042911216733463375,0.08710158889264988,1.0200384639786695,0.05749953293626187
drift,QI-MRFO,shock g=0.25,9,0.03752562906188061,0.08548647117346604,1.0237094817791188,0.020232254787472953
drift,QI-MRFO,shock g=0.5,0,0.06482755935412685,0.0923863594301101,1.0503970179498434,0.04447783037121954
drift,QI-MRFO,shock g=0.5,1,0.037792033291392926,0.09657146613857634,1.0168608035500886,0.030569763215201554
drift,QI-MRFO,shock g=0.5,2,0.04194059865263983,0.08208546989013764,1.0207413886209677,0.031048216084085485
drift,QI-MRFO,shock g=0.5,3,0.03654078156319044,0.09842585137136847,1.0172605073508354,0.01984229684932734
drift,QI-MRFO,shock g=0.5,4,0.040795129829752044,0.11723604542429836,1.0231966155811651,0.03833270170130556
drift,QI-MRFO,shock g=0.5,5,0.036031361489744326,0.25849421072318446,1.0204458676771335,0.017162763133198245
drift,QI-MRFO,shock g=0.5,6,0.03195011852387231,0.09959651781463884,1.0146186696553783,0.026598728744171754
drift,QI-MRFO,shock g=0.5,7,0.057127818511635675,0.12277151681064105,1.0376559039293265,0.0683811368309602
drift,QI-MRFO,shock g=0.5,8,0.04670638905133609,0.10636709969748112,1.0237333712817964,0.05749953293626187
drift,QI-MRFO,shock g=0.5,9,0.031748271751795,0.1269926825680882,1.0179952140388144,0.020232254787472953
drift,QI-MRFO,shock g=0.75,0,0.0405841809215539,0.1205284659732602,1.0264374490331254,0.04447783037121954
drift,QI-MRFO,shock g=0.75,1,0.048238408829162555,0.1814651364603991,1.02712800913381,0.030569763215201554
drift,QI-MRFO,shock g=0.75,2,0.04629237356728148,0.12144640783644471,1.024935304741608,0.031048216084085485
drift,QI-MRFO,shock g=0.75,3,0.04533883829362666,0.12410816967738085,1.0259216445258528,0.01984229684932734
drift,QI-MRFO,shock g=0.75,4,0.04710063396905047,0.18917147848199872,1.029394039100328,0.03833270170130556
drift,QI-MRFO,shock g=0.75,5,0.07127408179756808,0.39840550985404943,1.0551290022014974,0.017162763133198245
drift,QI-MRFO,shock g=0.75,6,0.05347871945896372,0.19261311783299756,1.0357774069536325,0.026598728744171754
drift,QI-MRFO,shock g=0.75,7,0.03959254011222084,0.11012658804667905,1.0204288252080655,0.0683811368309602
drift,QI-MRFO,shock g=0.75,8,0.05859547900940267,0.19090515278203002,1.0354118196024773,0.05749953293626187
drift,QI-MRFO,shock g=0.75,9,0.05215789657555919,0.13973833117055653,1.0381515320714594,0.020232254787472953
drift,MRFO,restart,0,0.5685581787018726,0.6909412300161476,1.5468908749814603,0.661573553201824
drift,MRFO,restart,1,0.867947569336445,1.0548062220437733,1.8309979933962033,0.3637826418921461
drift,MRFO,restart,2,0.5460398894463152,0.633338929228984,1.514801612395005,0.364173525434947
drift,MRFO,restart,3,0.46600567971171963,0.5430383050487693,1.438701972064583,0.2757351698555639
drift,MRFO,restart,4,0.7790989295921775,0.9045578387084905,1.7490606864087255,0.6942779594531425
drift,MRFO,restart,5,1.565515734017879,1.7603369722667366,2.528613894283616,0.5073161873575747
drift,MRFO,restart,6,1.1062020681147056,1.3133743932099577,2.0714692422455756,0.40527578926543967
drift,MRFO,restart,7,0.5238825810399299,0.6057534921978325,1.4961759773125756,0.3532726946815551
drift,MRFO,restart,8,0.5288730817474863,0.604440525936233,1.4952820244669767,0.2459081507710618
drift,MRFO,restart,9,0.9101804899967574,0.9871364228223831,1.884750254131993,0.33898878635242763
drift,MRFO,continue,0,0.6177137066192773,0.6579849012776566,1.5949512945274757,0.661573553201824
drift,MRFO,continue,1,0.49803450835689683,0.5205841335590974,1.468059311619423,0.3637826418921461
drift,MRFO,continue,2,0.6508717185414412,0.7413043261347406,1.6167712550913866,0.364173525434947
drift,MRFO,continue,3,0.67105347845014,0.7366064345025372,1.640965214568914,0.2757351698555639
drift,MRFO,continue,4,0.5527539389924596,0.5696087470674311,1.5265268624509214,0.6942779594531425
drift,MRFO,continue,5,1.3916334098298815,1.468477714356013,2.3586907974764086,0.5073161873575747
drift,MRFO,continue,6,0.638623169041841,0.6935147460060304,1.6109251090133547,0.40527578926543967
drift,MRFO,continue,7,0.5977444286171641,0.6232952474210078,1.5683688912094946,0.3532726946815551
drift,MRFO,continue,8,0.5855267871560252,0.7534348093063636,1.5508390276529371,0.2459081507710618
drift,MRFO,continue,9,0.9526448906376146,1.0360903244985544,1.927067665227872,0.33898878635242763
drift,GA,restart,0,0.06980156541653573,0.16056185158066966,1.0552539994227077,0.03330845355709214
drift,GA,restart,1,0.05727862485887064,0.24085145477507708,1.0359436729503506,0.044737215045632446
drift,GA,restart,2,0.05532003498234198,0.1438041735357444,1.033845921541962,0.04420960960481404
drift,GA,restart,3,0.045431298556890085,0.1646679714892921,1.0260281132515747,0.04140748716820941
drift,GA,restart,4,0.07154252428095094,0.24929494285180684,1.0534433801317409,0.04614044988929903
drift,GA,restart,5,0.07993157886489809,0.46157889394157914,1.0637792442473968,0.028408975812373796
drift,GA,restart,6,0.05731645905557572,0.202489782011296,1.0395518800764,0.02209904721246857
drift,GA,restart,7,0.05826756989652292,0.19186156916127856,1.0387491170954164,0.0360462013115298
drift,GA,restart,8,0.058990707175722835,0.1845633267676196,1.0358017169397007,0.03829356279773471
drift,GA,restart,9,0.06702269166691814,0.2851692257052415,1.052829570104509,0.029749702161615443
drift,GA,continue,0,0.06180859738764817,0.10052841048869807,1.0473675610520248,0.03330845355709214
drift,GA,continue,1,0.06692338719191762,0.11199071900214694,1.0454188361423178,0.044737215045632446
drift,GA,continue,2,0.05062367915600533,0.09015259943799012,1.0292222861874731,0.04420960960481404
drift,GA,continue,3,0.05646836520892604,0.10113201291223986,1.0369425135086818,0.04140748716820941
drift,GA,continue,4,0.05517068325405226,0.09188197703538378,1.0373486783816757,0.04614044988929903
drift,GA,continue,5,0.042652042975543245,0.10303529242274193,1.0269281660070149,0.028408975812373796
drift,GA,continue,6,0.05672920912925598,0.10055145934857408,1.0390122593347817,0.02209904721246857
drift,GA,continue,7,0.06563725226605203,0.11221744020550665,1.0459371024729598,0.0360462013115298
drift,GA,continue,8,0.053890275715649215,0.10546614414432873,1.0307547067713443,0.03829356279773471
drift,GA,continue,9,0.04071563698827635,0.08433675206748928,1.0268658196694023,0.029749702161615443
drift,GA,hypermut,0,0.07896435250501012,0.14104928347234982,1.0643517332696906,0.03306287604526271
drift,GA,hypermut,1,0.0775452865008108,0.1576920917585167,1.0558324272572561,0.059937501534241724
drift,GA,hypermut,2,0.06673079097535299,0.1612397980489624,1.0450034446453778,0.03223336980709759
drift,GA,hypermut,3,0.0681420952690954,0.14415041330323808,1.0483150833161605,0.04841866870878225
drift,GA,hypermut,4,0.048935522981767586,0.14475358929670507,1.031215162110028,0.03357593997128304
drift,GA,hypermut,5,0.06272022004164908,0.1959803443955601,1.0467284802644206,0.04849660048346365
drift,GA,hypermut,6,0.05469376777570115,0.15491385580760825,1.0370068121444367,0.04308730027509927
drift,GA,hypermut,7,0.06420456455909346,0.1615627478793505,1.0445510571448873,0.02134697565498769
drift,GA,hypermut,8,0.051017148833505735,0.15356748758885003,1.027973217836681,0.034422977134689614
drift,GA,hypermut,9,0.06413648721237342,0.17801025113238905,1.0499696438804624,0.05026213878277102
