change,algo,strategy,seed,post_gap,auc_gap,vs_maxmin,epoch0_gap
churn,MRFO,continue,7,0.2867667616639587,0.295112520705979,1.2646106324593307,0.3532726946815551
churn,MRFO,continue,8,0.41258010075626406,0.43395051091463266,1.3731873632314922,0.2459081507710618
churn,MRFO,continue,9,0.4716646812796694,0.48794333820295793,1.4493109287179367,0.33898878635242763
churn,GA,restart,0,0.06421808124524253,0.16928982054506242,1.0459588506691797,0.03330845355709214
churn,GA,restart,1,0.05251851698276692,0.1875206892482169,1.0342564221581116,0.044737215045632446
churn,GA,restart,2,0.06242130290087724,0.13194872234451596,1.0404342319837059,0.04420960960481404
churn,GA,restart,3,0.05533519063216681,0.1688482951116936,1.0240933147628706,0.04140748716820941
churn,GA,restart,4,0.07810164841871756,0.20946281516308818,1.0587148924770997,0.04614044988929903
churn,GA,restart,5,0.05996917096736951,0.12908679364850034,1.0410262746151968,0.028408975812373796
churn,GA,restart,6,0.050390981494421484,0.1555751688038068,1.0246249743177454,0.02209904721246857
churn,GA,restart,7,0.062118816135738955,0.15239157761125843,1.0436878883895593,0.0360462013115298
churn,GA,restart,8,0.057911164426877826,0.11521537768431381,1.0283173403275192,0.03829356279773471
churn,GA,restart,9,0.05000912894210365,0.17939610511823362,1.034111287671116,0.029749702161615443
churn,GA,continue,0,0.04991322672970162,0.06936920182783304,1.0319035142124666,0.03330845355709214
churn,GA,continue,1,0.046870874987698166,0.06607717290851055,1.028696328114647,0.044737215045632446
churn,GA,continue,2,0.05059413022517588,0.07591142313632424,1.0288539998370434,0.04420960960481404
churn,GA,continue,3,0.04675793479538244,0.06289884512158704,1.015751641026997,0.04140748716820941
churn,GA,continue,4,0.04891676689475853,0.06364085315654651,1.0301405809347213,0.04614044988929903
churn,GA,continue,5,0.044497864197749724,0.06527268006108136,1.0257898070688207,0.028408975812373796
churn,GA,continue,6,0.055224578904811764,0.0732730989765947,1.0293011693818956,0.02209904721246857
churn,GA,continue,7,0.049575144650765846,0.08113775501045525,1.031349210793281,0.0360462013115298
churn,GA,continue,8,0.06220269987076703,0.08590615906375398,1.0324296351566444,0.03829356279773471
churn,GA,continue,9,0.04498506307547834,0.07151273016553329,1.0291942977188626,0.029749702161615443
churn,GA,hypermut,0,0.05626907696817274,0.11619049065624003,1.0381491065658899,0.03306287604526271
churn,GA,hypermut,1,0.052825903424310885,0.12057964721723993,1.0345411479427775,0.059937501534241724
churn,GA,hypermut,2,0.05996657433829842,0.10024262183435526,1.0380150749663184,0.03223336980709759
churn,GA,hypermut,3,0.06332499094721,0.10018111481715528,1.0318467570292569,0.04841866870878225
churn,GA,hypermut,4,0.05802237999379116,0.13961679383042153,1.0390638061376865,0.03357593997128304
churn,GA,hypermut,5,0.0559610906901827,0.09654522759688881,1.0371021857100096,0.04849660048346365
churn,GA,hypermut,6,0.05429305900217599,0.11208007036149499,1.0283770551622,0.04308730027509927
churn,GA,hypermut,7,0.058934061526658185,0.12062848604614831,1.0405642134144146,0.02134697565498769
churn,GA,hypermut,8,0.06737551773068726,0.11023856478916279,1.0374408303722076,0.034422977134689614
churn,GA,hypermut,9,0.05229378847466715,0.0994760080308981,1.036362257978689,0.05026213878277102
