change,algo,strategy,seed,post_gap,auc_gap,vs_maxmin,epoch0_gap
churn,QI-MRFO,restart,0,0.06349409232692263,0.15470568227443202,1.0452166580897138,0.008969684096317617
churn,QI-MRFO,restart,1,0.05708412046079967,0.1979053866680474,1.0387140301799662,0.07333331532801306
churn,QI-MRFO,continue,0,0.03981805990818155,0.05311855667927046,1.021998777783978,0.008969684096317617
churn,QI-MRFO,continue,1,0.03015504966356386,0.05480121005183682,1.0122632616589553,0.07333331532801306
churn,QI-MRFO,shock g=0.25,0,0.041164158821005284,0.09740401155514154,1.0233242938862068,0.008969684096317617
churn,QI-MRFO,shock g=0.25,1,0.047367224907860564,0.08371350589112736,1.0291964310923092,0.07333331532801306
churn,QI-MRFO,shock g=0.5,0,0.046515140293787303,0.10321362672388572,1.0286192339588331,0.008969684096317617
churn,QI-MRFO,shock g=0.5,1,0.031632969441650075,0.11424813141270578,1.0137189238051545,0.07333331532801306
churn,QI-MRFO,shock g=0.75,0,0.04191864047184035,0.12780409356504185,1.0240546073157237,0.008969684096317617
churn,QI-MRFO,shock g=0.75,1,0.05138536382469575,0.13681120869094696,1.033126262641154,0.07333331532801306
churn,MRFO,restart,0,0.742649362110491,0.8690003199407066,1.712157819201345,0.661573553201824
churn,MRFO,restart,1,0.6198749338517313,0.7107094993974001,1.5918577828282439,0.4681663366987594
churn,MRFO,continue,0,0.8630669002332102,0.8767540672907156,1.8313370397509061,0.661573553201824
churn,MRFO,continue,1,0.24328848088596516,0.25214669470756734,1.2216495671498002,0.4681663366987594
churn,GA,restart,0,0.06421808124524253,0.16928982054506242,1.0459588506691797,0.050815620206038
churn,GA,restart,1,0.05251851698276692,0.1875206892482169,1.0342564221581116,0.044737215045632446
churn,GA,continue,0,0.04271506342019874,0.05665461654020498,1.024848448610062,0.050815620206038
churn,GA,continue,1,0.0523403804271426,0.07156345784290714,1.0340579721592382,0.044737215045632446
churn,GA,hypermut,0,0.05629970239848149,0.12319611285909378,1.038158944884413,0.026769966202761394
churn,GA,hypermut,1,0.051859086400487066,0.08257186173023175,1.0335925443495895,0.028175917259192416
vm_fail,QI-MRFO,restart,0,0.017772207721848437,0.08519579485782323,1.0077605452449554,0.008969684096317617
vm_fail,QI-MRFO,restart,1,0.027809124095622927,0.08576200915386595,1.014563755043416,0.07333331532801306
vm_fail,QI-MRFO,continue,0,0.020905092566037224,0.02718903382307699,1.010861855908491,0.008969684096317617
vm_fail,QI-MRFO,continue,1,0.023973841512122035,0.03176638868039422,1.010785205163602,0.07333331532801306
vm_fail,QI-MRFO,shock g=0.25,0,0.021467343010166402,0.04701802017977837,1.011419057282099,0.008969684096317617
vm_fail,QI-MRFO,shock g=0.25,1,0.023359192237529646,0.033595965251678704,1.0101891137001178,0.07333331532801306
vm_fail,QI-MRFO,shock g=0.5,0,0.01608342902132148,0.04091124818193436,1.006092527325709,0.008969684096317617
vm_fail,QI-MRFO,shock g=0.5,1,0.02775184016059388,0.044271674066723506,1.0145174939730741,0.07333331532801306
vm_fail,QI-MRFO,shock g=0.75,0,0.01784700725369854,0.05454308249438418,1.0078386847987197,0.008969684096317617
vm_fail,QI-MRFO,shock g=0.75,1,0.01994453611282146,0.049093329592033594,1.0068090089057378,0.07333331532801306
vm_fail,MRFO,restart,0,0.4108353737909195,0.4955754044755484,1.396877124035961,0.661573553201824
vm_fail,MRFO,restart,1,0.20804684007390203,0.28092277067084187,1.19215352773032,0.4681663366987594
vm_fail,MRFO,continue,0,0.1979706912540083,0.19854135170988538,1.1861054814277536,0.661573553201824
vm_fail,MRFO,continue,1,0.2025838660847538,0.2075208113164752,1.1868666156760104,0.4681663366987594
vm_fail,GA,restart,0,0.02471053535188178,0.07917920009559287,1.0146278032698803,0.050815620206038
vm_fail,GA,restart,1,0.022859859106074458,0.07933186779976885,1.0096874564193743,0.044737215045632446
vm_fail,GA,continue,0,0.02908088880226629,0.04311412129973084,1.0189504890858276,0.050815620206038
vm_fail,GA,continue,1,0.025999042612437167,0.04367903601116472,1.0127865871765747,0.044737215045632446
vm_fail,GA,hypermut,0,0.031681579252676284,0.08492553006245802,1.0215226577021528,0.026769966202761394
vm_fail,GA,hypermut,1,0.028104172440186242,0.06648329740110699,1.014869541470254,0.028175917259192416
vm_add,QI-MRFO,restart,0,0.10402121712270804,0.2880311490744895,1.0784010929964327,0.008969684096317617
vm_add,QI-MRFO,restart,1,0.07779239891486166,0.2543533749412769,1.0487808320026264,0.07333331532801306
vm_add,QI-MRFO,continue,0,0.08727054871245368,0.09423726240890677,1.0619866631658317,0.008969684096317617
vm_add,QI-MRFO,continue,1,0.07861844672675042,0.09553982676499259,1.0495377743907668,0.07333331532801306
vm_add,QI-MRFO,shock g=0.25,0,0.07596277289927796,0.11317405059570988,1.0509190333559846,0.008969684096317617
vm_add,QI-MRFO,shock g=0.25,1,0.061853648749963394,0.11185922579809719,1.0333022562525134,0.07333331532801306
vm_add,QI-MRFO,shock g=0.5,0,0.08951908314723109,0.15030616893542345,1.0642138728921486,0.008969684096317617
vm_add,QI-MRFO,shock g=0.5,1,0.07241889874020203,0.1452570560362,1.0434949087529763,0.07333331532801306
vm_add,QI-MRFO,shock g=0.75,0,0.10637840879653264,0.2119698718751227,1.0806300629541155,0.008969684096317617
vm_add,QI-MRFO,shock g=0.75,1,0.07700578785628656,0.17081096640469115,1.0479325052816442,0.07333331532801306
vm_add,MRFO,restart,0,0.7295168921204255,0.9393307546168609,1.6897041725057682,0.661573553201824
vm_add,MRFO,restart,1,0.9850713758720306,1.217111773201085,1.9308217668742942,0.4681663366987594
vm_add,MRFO,continue,0,0.8224230145690283,0.8350769041769374,1.7801997846183295,0.661573553201824
vm_add,MRFO,continue,1,1.1445065594360906,1.1445065594360906,2.0859058516035542,0.4681663366987594
vm_add,GA,restart,0,0.10385830586787717,0.2642400615492191,1.077979248841915,0.050815620206038
vm_add,GA,restart,1,0.10323190271794083,0.23996373758856754,1.0736436786950245,0.044737215045632446
vm_add,GA,continue,0,0.08529325763649907,0.11149214940524824,1.0600665184937892,0.050815620206038
vm_add,GA,continue,1,0.09118593563754618,0.13701630482336097,1.0618258232308393,0.044737215045632446
vm_add,GA,hypermut,0,0.08836710420754343,0.12246406027576959,1.0630280337863565,0.026769966202761394
vm_add,GA,hypermut,1,0.10886482951578431,0.16437046604490052,1.0790038565970146,0.028175917259192416
drift,QI-MRFO,restart,0,0.039978004650860446,0.12403727242461968,1.0258659077517365,0.008969684096317617
drift,QI-MRFO,restart,1,0.04213456018667034,0.19107695408637124,1.0211040209986106,0.07333331532801306
drift,QI-MRFO,continue,0,0.04095229253772964,0.06951492898696424,1.026792165270828,0.008969684096317617
drift,QI-MRFO,continue,1,0.032599623671860214,0.06554198727608748,1.011768872509076,0.07333331532801306
drift,QI-MRFO,shock g=0.25,0,0.040917195724885023,0.06957364891144528,1.0267593242353967,0.008969684096317617
drift,QI-MRFO,shock g=0.25,1,0.033933169749789084,0.08200695996722512,1.0130807442084608,0.07333331532801306
drift,QI-MRFO,shock g=0.5,0,0.04955755060520442,0.10178370345661072,1.035296682970837,0.008969684096317617
drift,QI-MRFO,shock g=0.5,1,0.04427640722518298,0.15780526214205265,1.0232184381302551,0.07333331532801306
drift,QI-MRFO,shock g=0.75,0,0.046604959350541986,0.11690126433480932,1.0323928230015027,0.008969684096317617
drift,QI-MRFO,shock g=0.75,1,0.046920520784792134,0.18282253000193288,1.0257920211976708,0.07333331532801306
drift,MRFO,restart,0,0.5685581787018726,0.6909412300161476,1.5468908749814603,0.661573553201824
drift,MRFO,restart,1,0.867947569336445,1.0548062220437733,1.8309979933962033,0.4681663366987594
drift,MRFO,continue,0,0.39385618316701443,0.5186791592110392,1.3747229134055359,0.661573553201824
drift,MRFO,continue,1,0.5322536351899061,0.5540082802199775,1.5015811928195375,0.4681663366987594
drift,GA,restart,0,0.06980156541653573,0.16056185158066966,1.0552539994227077,0.050815620206038
drift,GA,restart,1,0.05727862485887064,0.24085145477507708,1.0359436729503506,0.044737215045632446
drift,GA,continue,0,0.0679399686297823,0.095776715023381,1.053438893319236,0.050815620206038
drift,GA,continue,1,0.05052651114980209,0.09530050428453296,1.029348354423228,0.044737215045632446
drift,GA,hypermut,0,0.06883588371744066,0.15942786648067717,1.0543100189923622,0.026769966202761394
drift,GA,hypermut,1,0.05818268556616367,0.14971710963083573,1.0368149237124809,0.028175917259192416
