algo,instance,n,m,seed,budget,best,makespan,energy_Wh,lb,gap,runtime_s,evals,wasted,neutral,improving,move_size,gb_impr_per_1k,div_end,purity_end,move_sizes_early,move_sizes_late,case
GA,n50 m10 bimodal high,50,10,21,10000,27.83044180168016,27.83044180168016,16.270797955759182,25.10693322506205,0.10847635400963543,3.3723442554473877,9977,0.019101236553734795,0.4617472604805469,0.12486176736704534,6.722428873027043,2.104841134609602,0.18193103448275863,,8.07701588578323,5.3681141938078,17f bimodal tall barriers
GA,n50 m10 bimodal high,50,10,22,10000,28.34580799314488,28.34580799314488,16.49554979656979,25.10693322506205,0.1290032015877489,3.9262325763702393,9977,0.0223182869206796,0.2900371971448678,0.18075801749271136,6.291042525384538,2.4055327252681167,0.26625287356321836,,7.208526040619344,5.373743466023321,17f bimodal tall barriers
GA,n50 m10 bimodal high,50,10,23,10000,27.908524993344948,27.908524993344948,16.21148451387473,25.10693322506205,0.11158637907581295,6.808748483657837,9977,0.024027344928119032,0.29405851010354883,0.171307932039811,5.6506484367145875,1.7039190137315827,0.17788505747126437,,6.361552382867484,4.93988741455569,17f bimodal tall barriers
GA,n50 m10 bimodal high,50,10,24,10000,29.98325338282059,29.98325338282059,16.987319321935132,25.10693322506205,0.1942220546829246,3.8743340969085693,9977,0.018598572433899667,0.3471398411581381,0.16236051070674576,6.729265105056801,1.4032274230730681,0.15926436781609196,,7.6181379449024735,5.840570969039002,17f bimodal tall barriers
GA,n50 m10 bimodal high,50,10,25,10000,28.36906024776471,28.36906024776471,16.620747716778272,25.10693322506205,0.12992933041484991,3.8559048175811768,9977,0.02020709761737207,0.36081230521765356,0.15542374585302102,6.5452900371971445,1.8041495439510875,0.2004597701149425,,6.957973054494269,6.132689987937274,17f bimodal tall barriers
GA,n50 m10 bimodal high,50,10,26,10000,28.328654103534788,28.328654103534788,16.366811555215314,25.10693322506205,0.12831996841640445,3.9069743156433105,9977,0.02091082738514125,0.3322609832110184,0.16065145269930634,5.913943902684227,1.9043800741705923,0.18445977011494252,,6.595415242308466,5.232609569762767,17f bimodal tall barriers
GA,n50 m10 bimodal high,50,10,27,10000,27.399293438570467,27.399293438570467,16.116734171806666,25.10693322506205,0.0913038718412711,4.012318849563599,9977,0.026842263999195738,0.2561576354679803,0.1916155624811501,5.386347642505278,2.6059937857071263,0.13075862068965516,,6.285743012266238,4.4871330920788095,17f bimodal tall barriers
GA,n50 m10 bimodal high,50,10,28,10000,28.36906024776471,28.36906024776471,16.447799735021867,25.10693322506205,0.12992933041484991,4.77241063117981,9977,0.020508696089273148,0.2956670352870212,0.1797526892530411,5.713581984517945,2.6059937857071263,0.15066666666666667,,6.682284335411221,4.745074386811419,17f bimodal tall barriers
GA,n50 m10 bimodal high,50,10,29,10000,28.975613370618035,28.975613370618035,16.707711954839144,25.10693322506205,0.1540881202366134,4.232569932937622,9977,0.019503367849602896,0.31788478938373377,0.17000100532823967,6.100532823967026,1.9043800741705923,0.22795402298850576,,6.757088276694148,5.4441093687173305,17f bimodal tall barriers
DMO,n50 m10 bimodal high,50,10,0,10000,37.97857032098305,37.97857032098305,20.341086557474906,25.10693322506205,0.5126726143945122,4.006853103637695,9933,0.052121212121212124,0.0794949494949495,0.2203030303030303,25.20232323232323,0.704721634954193,0.6019770114942529,,27.964848484848485,22.43979797979798,17f bimodal tall barriers
