key,problem_set,variant,problem,tasks,vms,task_lengths,vm_heterogeneity,instance_seed,run_seed,budget,makespan_s,energy_Wh,lower_bound_s,lower_bound_pmtn_s,gap_pct,gap_pmtn_pct,runtime_s,evaluations,best_at_005pct_s,best_at_010pct_s,best_at_015pct_s,best_at_020pct_s,best_at_025pct_s,best_at_030pct_s,best_at_035pct_s,best_at_040pct_s,best_at_045pct_s,best_at_050pct_s,best_at_055pct_s,best_at_060pct_s,best_at_065pct_s,best_at_070pct_s,best_at_075pct_s,best_at_080pct_s,best_at_085pct_s,best_at_090pct_s,best_at_095pct_s,best_at_100pct_s
unseen|QI-MRFO + swap + Max-Min start|150-15-uniform-high|inst104|run1|b20000,unseen,QI-MRFO + swap + Max-Min start,"150 tasks, 15 VMs, uniform/high",150,15,uniform,high,104,1,20000,53.7675642419098,45.934833832791966,53.7132759632956,53.71327596329559,0.10107050378252655,0.10107050378255303,4.121774911880493,19951,53.95831626855275,53.95230805509448,53.89317948434203,53.86596013204975,53.85402931254501,53.84945323333325,53.842866862222984,53.84121867946681,53.81146080003973,53.809810481562046,53.792154337196074,53.77548061548668,53.77548061548668,53.77240101289103,53.768466996650425,53.768466996650425,53.768466996650425,53.768466996650425,53.768466996650425,53.7675642419098
unseen|QI-MRFO|150-15-uniform-high|inst105|run0|b20000,unseen,QI-MRFO,"150 tasks, 15 VMs, uniform/high",150,15,uniform,high,105,0,20000,63.366346445315195,49.203473464406514,62.004937667284445,62.004937667284445,2.195645748949874,2.195645748949874,3.0726702213287354,19950,125.92679315846787,94.11529167467349,82.2890913962954,73.71521065493712,71.41044778236538,70.31003411296324,68.05577265174631,66.95352187913983,66.71435629981406,64.95310887780512,64.61866035389036,64.506931274006,63.78164857736484,63.62722102605988,63.366346445315195,63.366346445315195,63.366346445315195,63.366346445315195,63.366346445315195,63.366346445315195
unseen|QI-MRFO|150-15-uniform-high|inst105|run1|b20000,unseen,QI-MRFO,"150 tasks, 15 VMs, uniform/high",150,15,uniform,high,105,1,20000,63.311087105228324,49.30885061884049,62.004937667284445,62.004937667284445,2.106524878635659,2.106524878635659,2.9615797996520996,19950,106.52930950638171,86.15472222126013,80.07454882749148,75.76486717283802,74.04976072593783,73.30991829878434,72.78574102921787,71.14617931836979,68.80756584027635,68.3324880630303,67.147352026846,64.2461744982041,63.93833069941049,63.522601908885264,63.39550778847001,63.311087105228324,63.311087105228324,63.311087105228324,63.311087105228324,63.311087105228324
unseen|QI-MRFO + swap|150-15-uniform-high|inst105|run0|b20000,unseen,QI-MRFO + swap,"150 tasks, 15 VMs, uniform/high",150,15,uniform,high,105,0,20000,62.13451500118717,48.862916043966884,62.004937667284445,62.004937667284445,0.20897905679387882,0.20897905679387882,4.276402235031128,19950,75.40982692468606,65.0125236580532,62.84105272394389,62.5947084947113,62.41617490472745,62.356830075010826,62.33860054148153,62.32391552948554,62.2706145995284,62.263028929285234,62.23177593451812,62.23177593451812,62.22191055935859,62.22191055935859,62.22049802688555,62.19770621589079,62.135812806503566,62.135812806503566,62.135148378607305,62.13451500118717
unseen|QI-MRFO + swap|150-15-uniform-high|inst105|run1|b20000,unseen,QI-MRFO + swap,"150 tasks, 15 VMs, uniform/high",150,15,uniform,high,105,1,20000,62.06848224253218,48.85786100639619,62.004937667284445,62.004937667284445,0.1024830886674051,0.1024830886674051,4.021984100341797,19950,74.33879617206566,64.60200738407103,63.51199512469308,62.83917875101349,62.6432679913121,62.419200328817006,62.36535586787636,62.259656941203886,62.2225145017764,62.20968006395838,62.20968006395838,62.187360958314684,62.174647664346594,62.140106906380716,62.12686786606764,62.122135007146106,62.120457639307375,62.0888057430181,62.06848224253218,62.06848224253218
unseen|MRFO (original)|150-15-uniform-high|inst106|run0|b20000,unseen,MRFO (original),"150 tasks, 15 VMs, uniform/high",150,15,uniform,high,106,0,20000,106.63994445879842,73.67690242436029,56.7400645622274,56.74006456222742,87.94470059484215,87.9447005948421,0.6746811866760254,19950,123.68577405108272,122.6282814361266,122.6282814361266,118.95403170153955,118.95403170153955,118.95403170153955,118.95403170153955,108.43218449686086,108.43218449686086,108.43218449686086,106.63994445879842,106.63994445879842,106.63994445879842,106.63994445879842,106.63994445879842,106.63994445879842,106.63994445879842,106.63994445879842,106.63994445879842,106.63994445879842
unseen|MRFO (original)|150-15-uniform-high|inst106|run1|b20000,unseen,MRFO (original),"150 tasks, 15 VMs, uniform/high",150,15,uniform,high,106,1,20000,85.41267115876995,62.55633011155885,56.7400645622274,56.74006456222742,50.533263960419035,50.53326396041899,0.624284029006958,19950,131.4621735256405,124.645317057823,120.31926356504515,117.8850525475679,117.8850525475679,99.51370145397057,96.16130296106617,96.16130296106617,87.36872250905026,85.41267115876995,85.41267115876995,85.41267115876995,85.41267115876995,85.41267115876995,85.41267115876995,85.41267115876995,85.41267115876995,85.41267115876995,85.41267115876995,85.41267115876995
unseen|QI-MRFO + swap + Max-Min start|150-15-uniform-high|inst105|run0|b20000,unseen,QI-MRFO + swap + Max-Min start,"150 tasks, 15 VMs, uniform/high",150,15,uniform,high,105,0,20000,62.06876886584639,48.847783176528374,62.004937667284445,62.004937667284445,0.10294534752128548,0.10294534752128548,4.254902362823486,19951,62.25902784148019,62.19902895071766,62.17206559121256,62.153136642285475,62.1320694861607,62.10153565600466,62.08421803121607,62.082976568735006,62.079282475892256,62.07706099125137,62.07706099125137,62.072802429007304,62.071744533947836,62.07065877374272,62.07065877374272,62.07065877374272,62.07065877374272,62.07065877374272,62.06876886584639,62.06876886584639
unseen|QI-MRFO + swap + Max-Min start|150-15-uniform-high|inst105|run1|b20000,unseen,QI-MRFO + swap + Max-Min start,"150 tasks, 15 VMs, uniform/high",150,15,uniform,high,105,1,20000,62.07699085200578,48.84915225213531,62.004937667284445,62.004937667284445,0.11620555947974286,0.11620555947974286,4.204932451248169,19951,62.259072546880795,62.22292801972221,62.17866514390666,62.171860723488386,62.16547602184081,62.1565827573378,62.121516017653434,62.1065576315981,62.1065576315981,62.105614358017974,62.095777075993716,62.095777075993716,62.09542233268018,62.09542233268018,62.085237957518366,62.08204871736418,62.081080054886804,62.078840953516604,62.07699085200578,62.07699085200578
unseen|QI-MRFO|150-15-uniform-high|inst106|run0|b20000,unseen,QI-MRFO,"150 tasks, 15 VMs, uniform/high",150,15,uniform,high,106,0,20000,57.602727152749175,47.347254349716195,56.7400645622274,56.74006456222742,1.5203764697441988,1.5203764697441735,2.852105140686035,19950,90.35712515231228,74.62092796251103,69.27605551275431,62.793127057373745,61.95420064878259,61.004540020244114,59.78771142265761,58.80601210385774,58.302901044232684,58.23486949453803,58.23486949453803,58.127956993759945,58.05054662175653,58.05054662175653,57.698063961952826,57.698063961952826,57.631730106240624,57.602727152749175,57.602727152749175,57.602727152749175
unseen|QI-MRFO|150-15-uniform-high|inst106|run1|b20000,unseen,QI-MRFO,"150 tasks, 15 VMs, uniform/high",150,15,uniform,high,106,1,20000,57.46314689950444,47.3338829423548,56.7400645622274,56.74006456222742,1.2743770083025245,1.2743770083024992,2.987168073654175,19950,68.30663881006068,62.658313386451,62.31020395016941,61.18293336411429,59.33101843113572,58.70103547703248,58.70103547703248,58.67590465955541,58.67590465955541,58.63108634472473,58.63108634472473,58.3725080318102,58.3702163883826,58.058815067109364,57.667008582444,57.46314689950444,57.46314689950444,57.46314689950444,57.46314689950444,57.46314689950444
unseen|QI-MRFO + swap|150-15-uniform-high|inst106|run0|b20000,unseen,QI-MRFO + swap,"150 tasks, 15 VMs, uniform/high",150,15,uniform,high,106,0,20000,56.81280869165216,47.05149118210367,56.7400645622274,56.74006456222742,0.12820593347224038,0.1282059334722153,4.181987285614014,19950,61.390511048315574,58.165716773619984,57.40513017001703,57.313155479435046,57.18130017982087,57.135571368904344,57.05636825844747,57.02392079625617,56.98795013338006,56.980394066069,56.971466077015904,56.94359330302198,56.932156690504925,56.91967600993652,56.873469347370204,56.8627081773083,56.85439456714569,56.83723055960569,56.83089639925381,56.81280869165216
unseen|QI-MRFO + swap|150-15-uniform-high|inst106|run1|b20000,unseen,QI-MRFO + swap,"150 tasks, 15 VMs, uniform/high",150,15,uniform,high,106,1,20000,56.80651273792627,47.0420921756537,56.7400645622274,56.74006456222742,0.11710979924245948,0.1171097992424344,4.123254776000977,19950,61.12209876119103,57.80359825454435,57.50570549071881,57.2845261514436,57.10501604232768,56.927127749162,56.87905139454328,56.87049688052463,56.863505559841805,56.862164118314915,56.84365648046751,56.84099079622034,56.84099079622034,56.84099079622034,56.8149655302084,56.8149655302084,56.8149655302084,56.8149655302084,56.81303647661005,56.80651273792627
unseen|MRFO (original)|150-15-uniform-high|inst107|run0|b20000,unseen,MRFO (original),"150 tasks, 15 VMs, uniform/high",150,15,uniform,high,107,0,20000,88.09529123007168,68.03933643551296,40.11736856258832,40.117368562588354,119.59389258702639,119.59389258702619,0.6695170402526855,19950,88.09529123007168,88.09529123007168,88.09529123007168,88.09529123007168,88.09529123007168,88.09529123007168,88.09529123007168,88.09529123007168,88.09529123007168,88.09529123007168,88.09529123007168,88.09529123007168,88.09529123007168,88.09529123007168,88.09529123007168,88.09529123007168,88.09529123007168,88.09529123007168,88.09529123007168,88.09529123007168
