key,step,scenario,seed,changes,migration_price,makespan_s,lower_bound_s,gap_pct,cost_gap_pct,migrations_per_change,initial_makespan_s,runtime_s
change|5. + event-aware start|VM failure|price0.2|seed603|K8|b20000-4000,5. + event-aware start,VM failure,603,8,0.2,158.7207556694877,158.32147791783504,0.5211150207165597,0.5505507177579005,0.125,41.765569900655734,8.454428672790527
change|1. restart after each change|VM failure|price0.2|seed604|K8|b20000-4000,1. restart after each change,VM failure,604,8,0.2,126.52417476892349,125.95698879997418,0.6853096552052148,9.889708651438173,39.125,56.329846597447144,5.179816484451294
change|2. keeps its registers|VM failure|price0.2|seed604|K8|b20000-4000,2. keeps its registers,VM failure,604,8,0.2,126.57219773680909,125.95698879997418,0.7067633860682719,1.6270301665265754,3.625,56.329846597447144,5.555814504623413
change|3. + swap move|VM failure|price0.2|seed604|K8|b20000-4000,3. + swap move,VM failure,604,8,0.2,126.21929368381115,125.95698879997418,0.32609398278356244,2.5901443447177335,9.75,55.30710830462359,8.139789581298828
change|4. + starts from the running schedule|VM failure|price0.2|seed604|K8|b20000-4000,4. + starts from the running schedule,VM failure,604,8,0.2,126.44917052336072,125.95698879997418,0.5324069199887442,0.8240224853334113,1.375,55.30710830462359,8.381972551345825
change|6. + no noise after small changes|VM failure|price0.2|seed604|K8|b20000-4000,6. + no noise after small changes,VM failure,604,8,0.2,126.25184506713248,125.95698879997418,0.34435134663261824,0.8160599309180928,2.125,55.30710830462359,7.218383550643921
change|5. + event-aware start|VM failure|price0.2|seed604|K8|b20000-4000,5. + event-aware start,VM failure,604,8,0.2,126.44917052336072,125.95698879997418,0.5324069199887442,0.8240224853334113,1.375,55.30710830462359,8.27305793762207
change|1. restart after each change|VM failure|price0.2|seed605|K8|b20000-4000,1. restart after each change,VM failure,605,8,0.2,77.61216724419336,77.27270231023792,0.60237847237758,13.110060233762091,54.75,44.8336258737818,5.553844213485718
change|2. keeps its registers|VM failure|price0.2|seed605|K8|b20000-4000,2. keeps its registers,VM failure,605,8,0.2,77.71199658077326,77.27270231023792,0.768211986896186,1.310276518058028,2.375,44.8336258737818,5.401588201522827
change|3. + swap move|VM failure|price0.2|seed605|K8|b20000-4000,3. + swap move,VM failure,605,8,0.2,77.460546962402,77.27270231023792,0.3457462499160259,2.172283284152216,8.0,44.19609771750957,8.632585287094116
change|4. + starts from the running schedule|VM failure|price0.2|seed605|K8|b20000-4000,4. + starts from the running schedule,VM failure,605,8,0.2,77.44018175901665,77.27270231023792,0.2924160149356021,0.9369740328125767,3.0,44.19609771750957,8.81550145149231
change|6. + no noise after small changes|VM failure|price0.2|seed605|K8|b20000-4000,6. + no noise after small changes,VM failure,605,8,0.2,77.5233640963162,77.27270231023792,0.44228814459943516,0.9420063916374675,2.375,44.19609771750957,7.4471821784973145
change|5. + event-aware start|VM failure|price0.2|seed605|K8|b20000-4000,5. + event-aware start,VM failure,605,8,0.2,77.44018175901665,77.27270231023792,0.2924160149356021,0.9369740328125767,3.0,44.19609771750957,8.815935611724854
change|1. restart after each change|VM failure|price0.2|seed606|K8|b20000-4000,1. restart after each change,VM failure,606,8,0.2,85.22966317078357,84.8410762249948,0.6806843124343455,13.086754727065115,52.25,40.62877804165534,5.922025918960571
change|2. keeps its registers|VM failure|price0.2|seed606|K8|b20000-4000,2. keeps its registers,VM failure,606,8,0.2,85.19633114737817,84.8410762249948,0.603916941896748,1.3300758430128072,3.125,40.62877804165534,5.697134256362915
change|3. + swap move|VM failure|price0.2|seed606|K8|b20000-4000,3. + swap move,VM failure,606,8,0.2,85.03342867911755,84.8410762249948,0.33881813717758286,2.3885109611713013,8.875,40.05417610400422,8.397408485412598
change|4. + starts from the running schedule|VM failure|price0.2|seed606|K8|b20000-4000,4. + starts from the running schedule,VM failure,606,8,0.2,85.00351792679524,84.8410762249948,0.28080372805876985,0.603160455973342,1.5,40.05417610400422,8.91591215133667
change|6. + no noise after small changes|VM failure|price0.2|seed606|K8|b20000-4000,6. + no noise after small changes,VM failure,606,8,0.2,84.99205879559322,84.8410762249948,0.2958459871861188,0.45759876511819625,0.75,40.05417610400422,7.259191274642944
change|5. + event-aware start|VM failure|price0.2|seed606|K8|b20000-4000,5. + event-aware start,VM failure,606,8,0.2,85.00351792679524,84.8410762249948,0.28080372805876985,0.603160455973342,1.5,40.05417610400422,8.3972008228302
change|1. restart after each change|VM failure|price0.2|seed607|K8|b20000-4000,1. restart after each change,VM failure,607,8,0.2,100.48897826902987,99.86188621450705,0.8516900742105222,12.565312373196146,50.375,50.702679388955985,5.785288572311401
change|2. keeps its registers|VM failure|price0.2|seed607|K8|b20000-4000,2. keeps its registers,VM failure,607,8,0.2,100.48324694486763,99.86188621450705,0.9349824492678934,1.5084464819731331,2.375,50.702679388955985,5.525829792022705
change|3. + swap move|VM failure|price0.2|seed607|K8|b20000-4000,3. + swap move,VM failure,607,8,0.2,100.09388871421609,99.86188621450705,0.3218752078191081,2.5150717956855835,9.625,49.894031890873144,8.229061126708984
change|4. + starts from the running schedule|VM failure|price0.2|seed607|K8|b20000-4000,4. + starts from the running schedule,VM failure,607,8,0.2,100.09290675945721,99.86188621450705,0.3231729008504189,0.5231751850987202,0.875,49.894031890873144,8.41272783279419
change|6. + no noise after small changes|VM failure|price0.2|seed607|K8|b20000-4000,6. + no noise after small changes,VM failure,607,8,0.2,100.09929356529415,99.86188621450705,0.33896167832145385,0.5048066358007348,0.75,49.894031890873144,7.095780372619629
change|5. + event-aware start|VM failure|price0.2|seed607|K8|b20000-4000,5. + event-aware start,VM failure,607,8,0.2,100.09290675945721,99.86188621450705,0.3231729008504189,0.5231751850987202,0.875,49.894031890873144,8.680237054824829
change|1. restart after each change|VM failure|price0.2|seed608|K8|b20000-4000,1. restart after each change,VM failure,608,8,0.2,130.69758600734372,130.03040647898078,0.7067364806075008,12.364760643129236,49.75,57.08643266256377,5.414499044418335
change|2. keeps its registers|VM failure|price0.2|seed608|K8|b20000-4000,2. keeps its registers,VM failure,608,8,0.2,130.76413445448054,130.03040647898078,0.8498072202646306,1.8270152455386837,4.0,57.08643266256377,5.462587594985962
change|3. + swap move|VM failure|price0.2|seed608|K8|b20000-4000,3. + swap move,VM failure,608,8,0.2,130.28809420862123,130.03040647898078,0.26716665487441216,2.6777655573578203,10.125,56.20955047684225,8.12928581237793
change|4. + starts from the running schedule|VM failure|price0.2|seed608|K8|b20000-4000,4. + starts from the running schedule,VM failure,608,8,0.2,130.3977147820738,130.03040647898078,0.4422261839046827,0.7539134415978452,1.375,56.20955047684225,8.23032259941101
change|6. + no noise after small changes|VM failure|price0.2|seed608|K8|b20000-4000,6. + no noise after small changes,VM failure,608,8,0.2,130.3500406080937,130.03040647898078,0.3733746351556485,0.7813582597077408,1.875,56.20955047684225,7.008720636367798
change|5. + event-aware start|VM failure|price0.2|seed608|K8|b20000-4000,5. + event-aware start,VM failure,608,8,0.2,130.3977147820738,130.03040647898078,0.4422261839046827,0.7539134415978452,1.375,56.20955047684225,8.5303475856781
change|1. restart after each change|VM failure|price0.2|seed609|K8|b20000-4000,1. restart after each change,VM failure,609,8,0.2,128.22509364012373,127.77776743876963,0.5557231070354065,12.992227530180578,50.0,40.52731803722348,5.4020161628723145
change|2. keeps its registers|VM failure|price0.2|seed609|K8|b20000-4000,2. keeps its registers,VM failure,609,8,0.2,128.4581105503348,127.77776743876963,1.1195498067743976,1.741781711271407,2.5,40.52731803722348,5.455341577529907
change|3. + swap move|VM failure|price0.2|seed609|K8|b20000-4000,3. + swap move,VM failure,609,8,0.2,128.00022824597562,127.77776743876963,0.3353171602158708,2.623331676959695,9.5,40.1699769745331,8.267885446548462
change|4. + starts from the running schedule|VM failure|price0.2|seed609|K8|b20000-4000,4. + starts from the running schedule,VM failure,609,8,0.2,128.03860037940586,127.77776743876963,0.3973377516187984,0.6537594204129675,1.125,40.1699769745331,8.370275259017944
change|5. + event-aware start|VM failure|price0.2|seed609|K8|b20000-4000,5. + event-aware start,VM failure,609,8,0.2,128.03860037940586,127.77776743876963,0.3973377516187984,0.6537594204129675,1.125,40.1699769745331,8.31037449836731
change|6. + no noise after small changes|VM failure|price0.2|seed609|K8|b20000-4000,6. + no noise after small changes,VM failure,609,8,0.2,128.01342611412352,127.77776743876963,0.37305887070514815,0.6097157462164418,1.0,40.1699769745331,7.229388475418091
change|1. restart after each change|VM failure|price0.2|seed610|K8|b20000-4000,1. restart after each change,VM failure,610,8,0.2,121.80044933136983,121.17883350862218,0.7435837434548127,12.460789976575937,49.5,55.050461078992456,5.338179111480713
change|2. keeps its registers|VM failure|price0.2|seed610|K8|b20000-4000,2. keeps its registers,VM failure,610,8,0.2,121.92326297908744,121.17883350862218,0.9007986145540381,2.083748478436437,4.875,55.050461078992456,5.455926179885864
change|3. + swap move|VM failure|price0.2|seed610|K8|b20000-4000,3. + swap move,VM failure,610,8,0.2,121.52590931176493,121.17883350862218,0.4102084355754831,2.8095598491262983,10.125,54.18729616645222,8.445770502090454
change|4. + starts from the running schedule|VM failure|price0.2|seed610|K8|b20000-4000,4. + starts from the running schedule,VM failure,610,8,0.2,121.44656197228291,121.17883350862218,0.3139762896928727,0.46232611003547697,0.625,54.18729616645222,8.350449800491333
change|6. + no noise after small changes|VM failure|price0.2|seed610|K8|b20000-4000,6. + no noise after small changes,VM failure,610,8,0.2,121.37994139660051,121.17883350862218,0.23446128707860217,0.43982816298453464,0.875,54.18729616645222,7.403135061264038
change|5. + event-aware start|VM failure|price0.2|seed610|K8|b20000-4000,5. + event-aware start,VM failure,610,8,0.2,121.44656197228291,121.17883350862218,0.3139762896928727,0.46232611003547697,0.625,54.18729616645222,8.317014455795288
change|1. restart after each change|VM added|price0.2|seed601|K8|b20000-4000,1. restart after each change,VM added,601,8,0.2,60.139072808429596,56.47810010103862,6.932438362006979,21.969068851901195,70.25,84.11476048871965,6.104405164718628
change|2. keeps its registers|VM added|price0.2|seed601|K8|b20000-4000,2. keeps its registers,VM added,601,8,0.2,66.74610515444556,56.47810010103862,19.65460019582825,21.165717452668716,6.375,84.11476048871965,6.131084680557251
change|3. + swap move|VM added|price0.2|seed601|K8|b20000-4000,3. + swap move,VM added,601,8,0.2,58.673528691952065,56.47810010103862,4.23521692383682,8.379474470371658,20.125,83.22338122843344,9.285309314727783
change|4. + starts from the running schedule|VM added|price0.2|seed601|K8|b20000-4000,4. + starts from the running schedule,VM added,601,8,0.2,62.333328165892866,56.47810010103862,10.423521408679465,13.134232478213889,12.625,83.22338122843344,8.937097787857056
change|5. + event-aware start|VM added|price0.2|seed601|K8|b20000-4000,5. + event-aware start,VM added,601,8,0.2,58.673528691952065,56.47810010103862,4.23521692383682,8.379474470371658,20.125,83.22338122843344,8.775897741317749
change|6. + no noise after small changes|VM added|price0.2|seed601|K8|b20000-4000,6. + no noise after small changes,VM added,601,8,0.2,58.673528691952065,56.47810010103862,4.23521692383682,8.379474470371658,20.125,83.22338122843344,8.99017596244812
change|1. restart after each change|VM added|price0.2|seed602|K8|b20000-4000,1. restart after each change,VM added,602,8,0.2,44.99427688987817,42.393998116277146,6.696774834147265,21.8631746034499,71.125,68.29604940016281,6.001304864883423
change|2. keeps its registers|VM added|price0.2|seed602|K8|b20000-4000,2. keeps its registers,VM added,602,8,0.2,51.07605258457563,42.393998116277146,22.286406973962787,24.27117624740591,8.375,68.29604940016281,6.068023443222046
change|3. + swap move|VM added|price0.2|seed602|K8|b20000-4000,3. + swap move,VM added,602,8,0.2,46.13594874930788,42.393998116277146,9.426990525286511,14.79126330340607,25.25,67.17240046296372,9.19696831703186
change|4. + starts from the running schedule|VM added|price0.2|seed602|K8|b20000-4000,4. + starts from the running schedule,VM added,602,8,0.2,50.90618059844474,42.393998116277146,20.38514526268172,24.237372965354133,17.0,67.17240046296372,9.089860439300537
change|6. + no noise after small changes|VM added|price0.2|seed602|K8|b20000-4000,6. + no noise after small changes,VM added,602,8,0.2,46.13594874930788,42.393998116277146,9.426990525286511,14.79126330340607,25.25,67.17240046296372,9.09598994255066
change|5. + event-aware start|VM added|price0.2|seed602|K8|b20000-4000,5. + event-aware start,VM added,602,8,0.2,46.13594874930788,42.393998116277146,9.426990525286511,14.79126330340607,25.25,67.17240046296372,9.250202417373657
change|1. restart after each change|VM added|price0.2|seed603|K8|b20000-4000,1. restart after each change,VM added,603,8,0.2,32.76286412929922,30.865871426369697,6.42355751698171,21.866750408975527,72.625,42.03782772151984,5.985497236251831
change|2. keeps its registers|VM added|price0.2|seed603|K8|b20000-4000,2. keeps its registers,VM added,603,8,0.2,38.14847793978896,30.865871426369697,23.8405506647138,25.130422093220595,5.375,42.03782772151984,6.00306248664856
change|4. + starts from the running schedule|VM added|price0.2|seed603|K8|b20000-4000,4. + starts from the running schedule,VM added,603,8,0.2,35.565405798997105,30.865871426369697,16.216612947040893,18.455158280424698,10.375,41.765569900655734,9.02203106880188
change|3. + swap move|VM added|price0.2|seed603|K8|b20000-4000,3. + swap move,VM added,603,8,0.2,32.12116185250117,30.865871426369697,4.183596989800756,8.34456347036679,20.25,41.765569900655734,9.171309232711792
change|5. + event-aware start|VM added|price0.2|seed603|K8|b20000-4000,5. + event-aware start,VM added,603,8,0.2,32.12116185250117,30.865871426369697,4.183596989800756,8.34456347036679,20.25,41.765569900655734,9.08455204963684
change|6. + no noise after small changes|VM added|price0.2|seed603|K8|b20000-4000,6. + no noise after small changes,VM added,603,8,0.2,32.12116185250117,30.865871426369697,4.183596989800756,8.34456347036679,20.25,41.765569900655734,9.479325294494629
change|2. keeps its registers|VM added|price0.2|seed604|K8|b20000-4000,2. keeps its registers,VM added,604,8,0.2,41.082487808899586,35.36871086573931,17.718604194742266,19.674250941882303,8.75,56.329846597447144,6.1678125858306885
change|1. restart after each change|VM added|price0.2|seed604|K8|b20000-4000,1. restart after each change,VM added,604,8,0.2,37.81017682617235,35.36871086573931,7.211171311505509,21.398323752565577,66.25,56.329846597447144,6.303157091140747
change|3. + swap move|VM added|price0.2|seed604|K8|b20000-4000,3. + swap move,VM added,604,8,0.2,38.59278639819109,35.36871086573931,8.555976272714133,13.60527673628676,23.625,55.30710830462359,8.87496280670166
change|4. + starts from the running schedule|VM added|price0.2|seed604|K8|b20000-4000,4. + starts from the running schedule,VM added,604,8,0.2,43.41851356882057,35.36871086573931,22.926896574059846,24.69883779440675,8.625,55.30710830462359,9.220711708068848
change|5. + event-aware start|VM added|price0.2|seed604|K8|b20000-4000,5. + event-aware start,VM added,604,8,0.2,38.59278639819109,35.36871086573931,8.555976272714133,13.60527673628676,23.625,55.30710830462359,9.223697662353516
change|6. + no noise after small changes|VM added|price0.2|seed604|K8|b20000-4000,6. + no noise after small changes,VM added,604,8,0.2,38.59278639819109,35.36871086573931,8.555976272714133,13.60527673628676,23.625,55.30710830462359,9.3509042263031
change|1. restart after each change|VM added|price0.2|seed605|K8|b20000-4000,1. restart after each change,VM added,605,8,0.2,33.41537548016366,31.533163453115606,6.2320088453846605,21.425998397784678,71.625,44.8336258737818,6.281450986862183
change|2. keeps its registers|VM added|price0.2|seed605|K8|b20000-4000,2. keeps its registers,VM added,605,8,0.2,34.551491474277945,31.533163453115606,10.158840414740467,11.325281860225694,5.5,44.8336258737818,6.136883974075317
change|3. + swap move|VM added|price0.2|seed605|K8|b20000-4000,3. + swap move,VM added,605,8,0.2,33.37867302949312,31.533163453115606,5.879438094367397,10.1481731831688,20.625,44.19609771750957,9.19136381149292
change|4. + starts from the running schedule|VM added|price0.2|seed605|K8|b20000-4000,4. + starts from the running schedule,VM added,605,8,0.2,36.90609977428534,31.533163453115606,18.24084213164244,19.24678870640207,5.0,44.19609771750957,9.440881729125977
change|5. + event-aware start|VM added|price0.2|seed605|K8|b20000-4000,5. + event-aware start,VM added,605,8,0.2,33.37867302949312,31.533163453115606,5.879438094367397,10.1481731831688,20.625,44.19609771750957,9.017818927764893
change|6. + no noise after small changes|VM added|price0.2|seed605|K8|b20000-4000,6. + no noise after small changes,VM added,605,8,0.2,33.37867302949312,31.533163453115606,5.879438094367397,10.1481731831688,20.625,44.19609771750957,8.980181217193604
change|1. restart after each change|VM added|price0.2|seed606|K8|b20000-4000,1. restart after each change,VM added,606,8,0.2,33.36012329830701,31.910635637437164,4.772833401717342,21.163140112342216,78.25,40.62877804165534,6.217465400695801
change|2. keeps its registers|VM added|price0.2|seed606|K8|b20000-4000,2. keeps its registers,VM added,606,8,0.2,35.51639788850461,31.910635637437164,11.404823118990208,12.6895637446788,5.875,40.62877804165534,6.411244630813599
change|3. + swap move|VM added|price0.2|seed606|K8|b20000-4000,3. + swap move,VM added,606,8,0.2,33.35284676524227,31.910635637437164,4.667503167024668,9.092158243262617,21.625,40.05417610400422,9.335339069366455
change|4. + starts from the running schedule|VM added|price0.2|seed606|K8|b20000-4000,4. + starts from the running schedule,VM added,606,8,0.2,40.05417610400422,31.910635637437164,26.721508112374607,26.721508112374607,0.0,40.05417610400422,9.095303297042847
change|5. + event-aware start|VM added|price0.2|seed606|K8|b20000-4000,5. + event-aware start,VM added,606,8,0.2,33.35284676524227,31.910635637437164,4.667503167024668,9.092158243262617,21.625,40.05417610400422,9.253952026367188
change|6. + no noise after small changes|VM added|price0.2|seed606|K8|b20000-4000,6. + no noise after small changes,VM added,606,8,0.2,33.35284676524227,31.910635637437164,4.667503167024668,9.092158243262617,21.625,40.05417610400422,8.979831218719482
change|1. restart after each change|VM added|price0.2|seed607|K8|b20000-4000,1. restart after each change,VM added,607,8,0.2,37.864635019781474,35.72604037614713,6.529065072093345,22.139658820209533,73.25,50.702679388955985,5.951364278793335
change|2. keeps its registers|VM added|price0.2|seed607|K8|b20000-4000,2. keeps its registers,VM added,607,8,0.2,40.22715692123718,35.72604037614713,13.724996041506623,15.456518001927927,7.625,50.702679388955985,6.197661876678467
change|3. + swap move|VM added|price0.2|seed607|K8|b20000-4000,3. + swap move,VM added,607,8,0.2,38.92635860833231,35.72604037614713,9.763878900073358,14.69473079469476,23.25,49.894031890873144,9.115705966949463
change|4. + starts from the running schedule|VM added|price0.2|seed607|K8|b20000-4000,4. + starts from the running schedule,VM added,607,8,0.2,49.894031890873144,35.72604037614713,45.19631546842909,45.19631546842909,0.0,49.894031890873144,8.89137077331543
change|5. + event-aware start|VM added|price0.2|seed607|K8|b20000-4000,5. + event-aware start,VM added,607,8,0.2,38.92635860833231,35.72604037614713,9.763878900073358,14.69473079469476,23.25,49.894031890873144,8.988956451416016
change|6. + no noise after small changes|VM added|price0.2|seed607|K8|b20000-4000,6. + no noise after small changes,VM added,607,8,0.2,38.92635860833231,35.72604037614713,9.763878900073358,14.69473079469476,23.25,49.894031890873144,8.945469617843628
change|2. keeps its registers|VM added|price0.2|seed608|K8|b20000-4000,2. keeps its registers,VM added,608,8,0.2,48.09396610670835,41.34142010204581,19.154802897723126,20.35000940649858,5.375,57.08643266256377,5.93018913269043
change|1. restart after each change|VM added|price0.2|seed608|K8|b20000-4000,1. restart after each change,VM added,608,8,0.2,43.78796693374761,41.34142010204581,6.474019559073843,21.540733458008106,70.75,57.08643266256377,6.112255334854126
change|3. + swap move|VM added|price0.2|seed608|K8|b20000-4000,3. + swap move,VM added,608,8,0.2,44.906760661400966,41.34142010204581,9.412119538430353,13.993614015552463,21.25,56.20955047684225,8.816385984420776
change|4. + starts from the running schedule|VM added|price0.2|seed608|K8|b20000-4000,4. + starts from the running schedule,VM added,608,8,0.2,50.81035280129483,41.34142010204581,23.892004120201772,26.03939298640675,10.0,56.20955047684225,8.907322645187378
change|5. + event-aware start|VM added|price0.2|seed608|K8|b20000-4000,5. + event-aware start,VM added,608,8,0.2,44.906760661400966,41.34142010204581,9.412119538430353,13.993614015552463,21.25,56.20955047684225,8.734964370727539
change|6. + no noise after small changes|VM added|price0.2|seed608|K8|b20000-4000,6. + no noise after small changes,VM added,608,8,0.2,44.906760661400966,41.34142010204581,9.412119538430353,13.993614015552463,21.25,56.20955047684225,8.968486785888672
change|1. restart after each change|VM added|price0.2|seed609|K8|b20000-4000,1. restart after each change,VM added,609,8,0.2,35.028549483963495,33.15052313639322,5.895408734263821,22.196516723124788,77.0,40.52731803722348,6.171681880950928
change|2. keeps its registers|VM added|price0.2|seed609|K8|b20000-4000,2. keeps its registers,VM added,609,8,0.2,38.113000354368815,33.15052313639322,15.538450006403314,16.058376905287826,2.375,40.52731803722348,6.033097267150879
change|3. + swap move|VM added|price0.2|seed609|K8|b20000-4000,3. + swap move,VM added,609,8,0.2,34.5972055350816,33.15052313639322,4.461958785479432,8.66845593163686,20.375,40.1699769745331,9.003262758255005
change|4. + starts from the running schedule|VM added|price0.2|seed609|K8|b20000-4000,4. + starts from the running schedule,VM added,609,8,0.2,39.60479532498395,33.15052313639322,20.158379423895862,21.006917151314134,3.5,40.1699769745331,8.703730583190918
change|5. + event-aware start|VM added|price0.2|seed609|K8|b20000-4000,5. + event-aware start,VM added,609,8,0.2,34.5972055350816,33.15052313639322,4.461958785479432,8.66845593163686,20.375,40.1699769745331,8.910067796707153
change|6. + no noise after small changes|VM added|price0.2|seed609|K8|b20000-4000,6. + no noise after small changes,VM added,609,8,0.2,34.5972055350816,33.15052313639322,4.461958785479432,8.66845593163686,20.375,40.1699769745331,8.91287612915039
change|1. restart after each change|VM added|price0.2|seed610|K8|b20000-4000,1. restart after each change,VM added,610,8,0.2,40.92909408815974,38.40441540532679,7.370285548886277,23.11347713389345,73.25,55.050461078992456,5.816281318664551
change|2. keeps its registers|VM added|price0.2|seed610|K8|b20000-4000,2. keeps its registers,VM added,610,8,0.2,44.22650201820051,38.40441540532679,16.479991796092747,18.149954494865,7.25,55.050461078992456,6.004696846008301
change|3. + swap move|VM added|price0.2|seed610|K8|b20000-4000,3. + swap move,VM added,610,8,0.2,39.91876812992519,38.40441540532679,4.528490830109144,9.837035198752734,25.625,54.18729616645222,8.722996473312378
change|4. + starts from the running schedule|VM added|price0.2|seed610|K8|b20000-4000,4. + starts from the running schedule,VM added,610,8,0.2,46.16192619028627,38.40441540532679,21.114404182280616,23.739405448753676,11.625,54.18729616645222,8.962075471878052
change|5. + event-aware start|VM added|price0.2|seed610|K8|b20000-4000,5. + event-aware start,VM added,610,8,0.2,39.91876812992519,38.40441540532679,4.528490830109144,9.837035198752734,25.625,54.18729616645222,8.706634521484375
change|6. + no noise after small changes|VM added|price0.2|seed610|K8|b20000-4000,6. + no noise after small changes,VM added,610,8,0.2,39.91876812992519,38.40441540532679,4.528490830109144,9.837035198752734,25.625,54.18729616645222,8.920448541641235
change|1. restart after each change|Mixed events|price0.2|seed601|K8|b20000-4000,1. restart after each change,Mixed events,601,8,0.2,132.9182979344375,127.35601013402567,4.17644541581474,18.006106907484988,60.875,84.11476048871965,5.819408416748047
change|2. keeps its registers|Mixed events|price0.2|seed601|K8|b20000-4000,2. keeps its registers,Mixed events,601,8,0.2,132.7550102766621,127.35601013402567,4.404668543237979,6.911691002303042,11.125,84.11476048871965,5.790088891983032
change|3. + swap move|Mixed events|price0.2|seed601|K8|b20000-4000,3. + swap move,Mixed events,601,8,0.2,128.58375367468804,127.35601013402567,0.9222746589949898,7.968237179531521,31.875,83.22338122843344,8.7095947265625
change|4. + starts from the running schedule|Mixed events|price0.2|seed601|K8|b20000-4000,4. + starts from the running schedule,Mixed events,601,8,0.2,129.11534703904107,127.35601013402567,1.5094037616942453,6.9699163413573615,24.625,83.22338122843344,8.593987703323364
change|6. + no noise after small changes|Mixed events|price0.2|seed601|K8|b20000-4000,6. + no noise after small changes,Mixed events,601,8,0.2,128.93731523015677,127.35601013402567,1.3382427118708122,4.489542685232825,15.25,83.22338122843344,7.751574516296387
change|5. + event-aware start|Mixed events|price0.2|seed601|K8|b20000-4000,5. + event-aware start,Mixed events,601,8,0.2,128.490692144989,127.35601013402567,0.8736307597107452,5.0428351040251345,20.375,83.22338122843344,8.851968765258789
change|1. restart after each change|Mixed events|price0.2|seed602|K8|b20000-4000,1. restart after each change,Mixed events,602,8,0.2,70.25661338630363,67.33634170286675,4.396949923385124,17.216544918469264,59.75,68.29604940016281,5.764150142669678
change|2. keeps its registers|Mixed events|price0.2|seed602|K8|b20000-4000,2. keeps its registers,Mixed events,602,8,0.2,70.86187257991094,67.33634170286675,5.623934270836127,7.314809001766323,7.75,68.29604940016281,5.934228181838989
change|3. + swap move|Mixed events|price0.2|seed602|K8|b20000-4000,3. + swap move,Mixed events,602,8,0.2,68.23629408885405,67.33634170286675,1.349610168061332,6.405163645588319,24.375,67.17240046296372,8.89457654953003
change|4. + starts from the running schedule|Mixed events|price0.2|seed602|K8|b20000-4000,4. + starts from the running schedule,Mixed events,602,8,0.2,69.7327268504663,67.33634170286675,3.773666480306771,6.342643766667242,12.625,67.17240046296372,9.109227418899536
change|6. + no noise after small changes|Mixed events|price0.2|seed602|K8|b20000-4000,6. + no noise after small changes,Mixed events,602,8,0.2,68.65541340439992,67.33634170286675,2.161969550988819,6.364205499844081,20.625,67.17240046296372,8.258800268173218
change|5. + event-aware start|Mixed events|price0.2|seed602|K8|b20000-4000,5. + event-aware start,Mixed events,602,8,0.2,68.38412188191249,67.33634170286675,1.553152161974558,6.685900145179671,25.125,67.17240046296372,9.187177181243896
change|1. restart after each change|Mixed events|price0.2|seed603|K8|b20000-4000,1. restart after each change,Mixed events,603,8,0.2,41.19650476451466,40.04625675952037,2.9518412875298807,17.199108062523532,65.875,42.03782772151984,6.159148931503296
change|2. keeps its registers|Mixed events|price0.2|seed603|K8|b20000-4000,2. keeps its registers,Mixed events,603,8,0.2,42.021638380945326,40.04625675952037,5.172293922841455,6.692925788007545,7.125,42.03782772151984,5.774956464767456
change|3. + swap move|Mixed events|price0.2|seed603|K8|b20000-4000,3. + swap move,Mixed events,603,8,0.2,40.78716591480557,40.04625675952037,1.9094862535599482,6.440765106271954,21.375,41.765569900655734,8.495413303375244
change|4. + starts from the running schedule|Mixed events|price0.2|seed603|K8|b20000-4000,4. + starts from the running schedule,Mixed events,603,8,0.2,41.502811419807344,40.04625675952037,3.77659947252331,6.336355114379861,12.5,41.765569900655734,9.010154724121094
change|6. + no noise after small changes|Mixed events|price0.2|seed603|K8|b20000-4000,6. + no noise after small changes,Mixed events,603,8,0.2,40.805605803885236,40.04625675952037,1.9865836436061113,4.917739737422183,14.125,41.765569900655734,8.192252159118652
change|5. + event-aware start|Mixed events|price0.2|seed603|K8|b20000-4000,5. + event-aware start,Mixed events,603,8,0.2,40.79117253540629,40.04625675952037,1.9076889604897735,5.116917696056823,15.5,41.765569900655734,8.53989839553833
change|1. restart after each change|Mixed events|price0.2|seed604|K8|b20000-4000,1. restart after each change,Mixed events,604,8,0.2,50.78888589926713,47.91963205995683,6.014328045423321,17.969971255930485,52.375,56.329846597447144,5.883006811141968
change|2. keeps its registers|Mixed events|price0.2|seed604|K8|b20000-4000,2. keeps its registers,Mixed events,604,8,0.2,50.01112226306187,47.91963205995683,4.399101315860028,7.094220949199968,12.5,56.329846597447144,5.952587842941284
change|3. + swap move|Mixed events|price0.2|seed604|K8|b20000-4000,3. + swap move,Mixed events,604,8,0.2,48.486809629497614,47.91963205995683,1.2221181759256998,7.31887184767937,28.0,55.30710830462359,9.002883434295654
change|4. + starts from the running schedule|Mixed events|price0.2|seed604|K8|b20000-4000,4. + starts from the running schedule,Mixed events,604,8,0.2,48.80801826488556,47.91963205995683,1.8919185024618763,5.834059984118339,18.625,55.30710830462359,9.160414457321167
change|5. + event-aware start|Mixed events|price0.2|seed604|K8|b20000-4000,5. + event-aware start,Mixed events,604,8,0.2,48.4175364501485,47.91963205995683,1.0576758544817455,4.850814022458022,18.5,55.30710830462359,9.245540618896484
