key,problem_set,variant,problem,tasks,vms,task_lengths,vm_heterogeneity,instance_seed,run_seed,budget,makespan_s,energy_Wh,lower_bound_s,lower_bound_pmtn_s,gap_pct,gap_pmtn_pct,runtime_s,evaluations,best_at_005pct_s,best_at_010pct_s,best_at_015pct_s,best_at_020pct_s,best_at_025pct_s,best_at_030pct_s,best_at_035pct_s,best_at_040pct_s,best_at_045pct_s,best_at_050pct_s,best_at_055pct_s,best_at_060pct_s,best_at_065pct_s,best_at_070pct_s,best_at_075pct_s,best_at_080pct_s,best_at_085pct_s,best_at_090pct_s,best_at_095pct_s,best_at_100pct_s
large|QI-DMO|500-50-uniform-high|inst1|run3|b20000,large,QI-DMO,"500 tasks, 50 VMs, uniform/high",500,50,uniform,high,1,3,20000,88.99405801359977,212.97139160854036,53.37641689727649,53.37641689727644,66.72917214520004,66.7291721452002,13.877701759338379,19920,194.07869659124566,194.0143942751326,188.22196496511995,186.85276657510298,155.174653134176,145.6821881960916,145.6821881960916,145.6821881960916,145.54133812139932,126.55844380312871,126.55844380312871,118.21041184444066,118.21041184444066,105.18894905141066,102.78561173931365,97.86228234922909,95.59504636531251,90.78867379473738,89.2731615775644,88.99405801359977
large|QI-DMO|500-50-uniform-high|inst1|run0|b20000,large,QI-DMO,"500 tasks, 50 VMs, uniform/high",500,50,uniform,high,1,0,20000,94.08276265756845,223.79357222626012,53.37641689727649,53.37641689727644,76.2627919341828,76.26279193418296,14.51622748374939,19920,203.3558877182279,171.3098970405174,171.3098970405174,165.80259074499182,163.08013952834995,159.86618786611945,159.86618786611945,155.19603181539628,155.19603181539628,152.31874885871676,136.65135816678804,121.21364545013253,114.28066213145783,113.0450108731835,105.35184216848506,104.16750084174996,104.00226722677303,100.4309634305271,94.08276265756845,94.08276265756845
large|QI-DMO|500-50-uniform-high|inst1|run2|b20000,large,QI-DMO,"500 tasks, 50 VMs, uniform/high",500,50,uniform,high,1,2,20000,88.67934403422569,212.63181686983822,53.37641689727649,53.37641689727644,66.13955973270008,66.13955973270023,15.006566524505615,19920,197.63402736446238,166.94071273311877,162.13335383660603,162.13335383660603,162.13335383660603,157.13885116399413,157.13885116399413,157.13885116399413,154.74294934775477,142.41226480491878,133.58403547698364,128.58443401653378,118.88918862957085,111.08664689282887,110.79384392315494,102.72303606968816,102.24524439192834,97.38224181586286,93.25398023834502,88.67934403422569
large|QI-DMO|500-50-uniform-high|inst1|run1|b20000,large,QI-DMO,"500 tasks, 50 VMs, uniform/high",500,50,uniform,high,1,1,20000,85.19610683851691,207.48677040664253,53.37641689727649,53.37641689727644,59.6137616402348,59.61376164023495,15.210580825805664,19920,207.15631565427847,197.2744115786725,190.46198114528235,170.86543009113134,170.86543009113134,165.01302407286116,160.0560816849132,151.54747343979034,139.88037759661785,130.99478143813656,126.05831482616486,116.88190720637856,109.15978726126238,104.1344426336104,99.11194344310508,96.06904434710799,92.74722342914211,89.32811498839312,87.8508049511951,85.19610683851691
large|QI-DMO|500-50-uniform-high|inst1|run4|b20000,large,QI-DMO,"500 tasks, 50 VMs, uniform/high",500,50,uniform,high,1,4,20000,97.28485569472292,228.9970301835427,53.37641689727649,53.37641689727644,82.26187022247805,82.26187022247821,13.239413738250732,19920,195.78301707626767,181.1353656485436,181.1353656485436,167.73169558631568,167.73169558631568,167.73169558631568,158.89727899119356,158.89727899119356,148.13377666997818,142.0868556399658,142.0868556399658,137.6503541472295,125.60560584620761,120.62910249720892,109.12407762940308,101.31311679346241,101.31311679346241,98.63142210174337,98.63142210174337,97.28485569472292
large|QI-DMO|500-50-uniform-high|inst1|run5|b20000,large,QI-DMO,"500 tasks, 50 VMs, uniform/high",500,50,uniform,high,1,5,20000,78.26349399543285,193.5308806851192,53.37641689727649,53.37641689727644,46.62560461121213,46.62560461121227,13.242743730545044,19920,201.0475595517208,188.48366593830002,179.19777586117047,178.3288601126375,174.69067160268972,162.70255548723028,150.42013357156813,146.542633117778,135.4442833990895,135.4442833990895,122.43473309116482,113.28726079034956,104.19641265819924,101.61122756161976,90.09219899433015,86.61152776440284,84.76174621325183,84.76174621325183,80.44207174797927,78.26349399543285
large|QI-DMO|500-50-uniform-high|inst1|run6|b20000,large,QI-DMO,"500 tasks, 50 VMs, uniform/high",500,50,uniform,high,1,6,20000,81.40491381920714,199.73062080892035,53.37641689727649,53.37641689727644,52.511012449321576,52.51101244932172,13.334117650985718,19920,210.902241499674,176.89376364868258,152.5927143890029,152.5927143890029,152.5927143890029,152.5927143890029,152.5927143890029,152.5927143890029,152.5927143890029,128.02028365605406,124.6739896054378,109.2185048052311,102.5512304491823,100.30317250503501,95.03590807119933,90.08093834803003,85.74688715089385,83.39653071513013,82.25914445841205,81.40491381920714
large|QI-DMO|500-50-uniform-high|inst1|run7|b20000,large,QI-DMO,"500 tasks, 50 VMs, uniform/high",500,50,uniform,high,1,7,20000,98.19082601137156,231.70365833052512,53.37641689727649,53.37641689727644,83.9591934399435,83.95919343994369,13.288466215133667,19920,201.50645102023998,195.1974034030105,192.62627407097344,176.98321508358418,176.98321508358418,172.5769025086957,152.11012775008547,140.70576020602627,140.70576020602627,140.70576020602627,140.70576020602627,135.9834798118785,129.00499776548017,119.07211607195723,113.8557728382641,105.37082750581905,104.81995660240402,101.05236232323354,98.79139882852402,98.19082601137156
large|QI-DMO|500-50-uniform-high|inst1|run8|b20000,large,QI-DMO,"500 tasks, 50 VMs, uniform/high",500,50,uniform,high,1,8,20000,103.79603596527248,240.80721071220552,53.37641689727649,53.37641689727644,94.46047898836879,94.46047898836896,12.766280889511108,19920,196.40524562282977,184.24608487807402,162.11431349955538,162.11431349955538,161.67236543113862,154.43933883703292,153.12131709903068,142.43204802803112,142.43204802803112,142.18490585315067,142.18490585315067,138.01956827377902,129.93286136303365,128.66834511870616,121.62955712362596,119.09721206059423,113.65737457792507,108.72638221582443,105.78906946370594,103.79603596527248
large|QI-DMO|500-50-uniform-high|inst1|run9|b20000,large,QI-DMO,"500 tasks, 50 VMs, uniform/high",500,50,uniform,high,1,9,20000,91.38574894878101,218.1805743583559,53.37641689727649,53.37641689727644,71.20997298236392,71.20997298236408,12.848060846328735,19920,184.08512581314844,172.7750648649234,172.7750648649234,172.7750648649234,169.9457041910792,162.96900603049286,159.58409657148093,156.3055154343631,151.4704966921688,151.4704966921688,136.67587065629445,124.48490112914607,114.59023460322518,104.36527318968027,102.93312480972062,98.52717126940682,95.19928565434414,93.45520114185487,91.44338379374906,91.38574894878101
large|QI-DMO|1000-50-uniform-high|inst1|run1|b20000,large,QI-DMO,"1000 tasks, 50 VMs, uniform/high",1000,50,uniform,high,1,1,20000,148.06319575733164,381.3967462555832,101.37563564637229,101.37563564637225,46.0540245328958,46.05402453289586,25.62269353866577,19920,308.12470134496414,284.7255029658064,277.21703603746977,277.21703603746977,275.1561978195377,257.0388552988062,257.0388552988062,253.17878412523288,240.36865600455548,215.3669358357222,206.53138493483974,187.18185506693436,180.67823633815382,168.1207443940712,164.24068561563706,158.01889341217216,151.02039557160353,150.69346362637538,149.47343872574677,148.06319575733164
