exp,algo,scenario,change,n,m0,seed,budget0,budget,runtime_s,epoch0_gap,post_gap,post_auc,post_ratio_mm,migrations,migr_frac,forced,post_cost_gap,mig_lambda,e0_type,e0_gap,e0_auc,e0_mig,e1_type,e1_gap,e1_auc,e1_mig,e2_type,e2_gap,e2_auc,e2_mig,e3_type,e3_gap,e3_auc,e3_mig,e4_type,e4_gap,e4_auc,e4_mig,e5_type,e5_gap,e5_auc,e5_mig,e6_type,e6_gap,e6_auc,e6_mig,e7_type,e7_gap,e7_auc,e7_mig,e8_type,e8_gap,e8_auc,e8_mig,key
h12_incremental_elite,Chooser (cheaper of the two),n100 m10 churn20 lam=0.05,churn,100,10,501,20000,4000,0.062163352966308594,0.00635562183382125,0.01454579747828055,0.01454579747828055,1.0087179289340291,0.0,0.0,0.0,0.01454579747828055,0.05,,0.00635562183382125,0.00635562183382125,0,churn,0.01174607602211309,0.01174607602211309,0,churn,0.007594947973546876,0.007594947973546876,0,churn,0.015943767314051466,0.015943767314051466,0,churn,0.016260323501222224,0.016260323501222224,0,churn,0.01759866073302646,0.01759866073302646,0,churn,0.01897372707411314,0.01897372707411314,0,churn,0.01802608925900597,0.01802608925900597,0,churn,0.010222787949165164,0.010222787949165164,0,Chooser (cheaper of the two)|n100 m10 churn20 lam=0.05|501
h12_incremental_elite,Chooser (cheaper of the two),n100 m10 churn20 lam=0.05,churn,100,10,502,20000,4000,0.03765392303466797,0.006794183393646099,0.020681839041537173,0.026350761557810784,1.012664272893413,9.0,0.1125,0.0,0.026350761557810784,0.05,,0.006794183393646099,0.006794183393646099,0,churn,0.019429822959193075,0.019429822959193075,0,churn,0.015252090289315404,0.015252090289315404,0,churn,0.03882322638486726,0.03882322638486726,0,churn,0.007808447337532579,0.05315982746772147,72,churn,0.03949795516446164,0.03949795516446164,0,churn,0.019101793009448028,0.019101793009448028,0,churn,0.014228265324066519,0.014228265324066519,0,churn,0.011313111863412875,0.011313111863412875,0,Chooser (cheaper of the two)|n100 m10 churn20 lam=0.05|502
h12_incremental_elite,Chooser (cheaper of the two),n100 m10 churn20 lam=0.05,churn,100,10,503,20000,4000,0.040493011474609375,0.0053714616040138816,0.015983822647075176,0.015983822647075176,1.0104052052914723,0.0,0.0,0.0,0.015983822647075176,0.05,,0.0053714616040138816,0.0053714616040138816,0,churn,0.012437437357812301,0.012437437357812301,0,churn,0.016676973661091787,0.016676973661091787,0,churn,0.014404830583073975,0.014404830583073975,0,churn,0.005938458754363059,0.005938458754363059,0,churn,0.017527007641291698,0.017527007641291698,0,churn,0.014627744221888343,0.014627744221888343,0,churn,0.013348375004409819,0.013348375004409819,0,churn,0.03290975395267044,0.03290975395267044,0,Chooser (cheaper of the two)|n100 m10 churn20 lam=0.05|503
h12_incremental_elite,Chooser (cheaper of the two),n100 m10 churn20 lam=0.05,churn,100,10,504,20000,4000,0.03740215301513672,0.009312019936738728,0.021608665578538973,0.021608665578538973,1.011617978900372,0.0,0.0,0.0,0.021608665578538973,0.05,,0.009312019936738728,0.009312019936738728,0,churn,0.01965280505272873,0.01965280505272873,0,churn,0.018577713655944007,0.018577713655944007,0,churn,0.018328153981410758,0.018328153981410758,0,churn,0.011164848622641372,0.011164848622641372,0,churn,0.026663875099568194,0.026663875099568194,0,churn,0.03427270121033164,0.03427270121033164,0,churn,0.019952106236617563,0.019952106236617563,0,churn,0.024257120769069506,0.024257120769069506,0,Chooser (cheaper of the two)|n100 m10 churn20 lam=0.05|504
h12_incremental_elite,Chooser (cheaper of the two),n100 m10 churn20 lam=0.05,churn,100,10,505,20000,4000,0.0406646728515625,0.007810736796969467,0.020634327461293844,0.026161973438340085,1.0109313806895648,8.75,0.109375,0.0,0.026161973438340085,0.05,,0.007810736796969467,0.007810736796969467,0,churn,0.0190415888375262,0.0190415888375262,0,churn,0.014884107469741161,0.014884107469741161,0,churn,0.0111765967339449,0.0111765967339449,0,churn,0.040323595304389614,0.040323595304389614,0,churn,0.010017380110559306,0.010017380110559306,0,churn,0.010898010933218304,0.010898010933218304,0,churn,0.04796379021251448,0.04796379021251448,0,churn,0.010769550088456785,0.05499071790482671,70,Chooser (cheaper of the two)|n100 m10 churn20 lam=0.05|505
h12_incremental_elite,Chooser (cheaper of the two),n100 m10 churn20 lam=0.05,churn,100,10,506,20000,4000,0.037018775939941406,0.013956113053566005,0.017703603358895717,0.017703603358895717,1.0069989360188352,0.0,0.0,0.0,0.017703603358895717,0.05,,0.013956113053566005,0.013956113053566005,0,churn,0.016224064678544405,0.016224064678544405,0,churn,0.012251169149785097,0.012251169149785097,0,churn,0.01777355525854487,0.01777355525854487,0,churn,0.02404529421305984,0.02404529421305984,0,churn,0.021438973093836654,0.021438973093836654,0,churn,0.009261378260807267,0.009261378260807267,0,churn,0.006440774858303494,0.006440774858303494,0,churn,0.03419361735828413,0.03419361735828413,0,Chooser (cheaper of the two)|n100 m10 churn20 lam=0.05|506
h12_incremental_elite,Chooser (cheaper of the two),n100 m10 churn20 lam=0.05,churn,100,10,507,20000,4000,0.037149906158447266,0.009500302657285202,0.01846346038876811,0.02375157807863139,1.0085481766912086,8.375,0.1046875,0.0,0.02375157807863139,0.05,,0.009500302657285202,0.009500302657285202,0,churn,0.014905057838262206,0.014905057838262206,0,churn,0.015390004387620941,0.015390004387620941,0,churn,0.020481249138450456,0.020481249138450456,0,churn,0.01026726015298308,0.05257220167188932,67,churn,0.009382184684381784,0.009382184684381784,0,churn,0.013931969228346058,0.013931969228346058,0,churn,0.04412109150034473,0.04412109150034473,0,churn,0.019228866179755635,0.019228866179755635,0,Chooser (cheaper of the two)|n100 m10 churn20 lam=0.05|507
h12_incremental_elite,Chooser (cheaper of the two),n100 m10 churn20 lam=0.05,churn,100,10,508,20000,4000,0.039853811264038086,0.00994381361597379,0.016250051937171266,0.016250051937171266,1.0062315525756396,0.0,0.0,0.0,0.016250051937171266,0.05,,0.00994381361597379,0.00994381361597379,0,churn,0.010723156331523974,0.010723156331523974,0,churn,0.01860541919091295,0.01860541919091295,0,churn,0.01181296312483647,0.01181296312483647,0,churn,0.04120942018546239,0.04120942018546239,0,churn,0.022239641742741286,0.022239641742741286,0,churn,0.006214938674131929,0.006214938674131929,0,churn,0.011628186466790078,0.011628186466790078,0,churn,0.00756668978097104,0.00756668978097104,0,Chooser (cheaper of the two)|n100 m10 churn20 lam=0.05|508
h12_incremental_elite,Chooser (cheaper of the two),n100 m10 churn20 lam=0.05,churn,100,10,509,20000,4000,0.03914952278137207,0.00643711419436738,0.01695719600168826,0.01695719600168826,1.0088769062325145,0.0,0.0,0.0,0.01695719600168826,0.05,,0.00643711419436738,0.00643711419436738,0,churn,0.013046003170859419,0.013046003170859419,0,churn,0.013721117879750928,0.013721117879750928,0,churn,0.010156336709189378,0.010156336709189378,0,churn,0.030588304770673216,0.030588304770673216,0,churn,0.006320674945677704,0.006320674945677704,0,churn,0.01954686868257153,0.01954686868257153,0,churn,0.017314683969592303,0.017314683969592303,0,churn,0.02496357788519161,0.02496357788519161,0,Chooser (cheaper of the two)|n100 m10 churn20 lam=0.05|509
h12_incremental_elite,Chooser (cheaper of the two),n100 m10 churn20 lam=0.05,churn,100,10,510,20000,4000,0.03806161880493164,0.013810131269052131,0.02142598608758548,0.02142598608758548,1.0095286390749854,0.0,0.0,0.0,0.02142598608758548,0.05,,0.013810131269052131,0.013810131269052131,0,churn,0.04306315363311906,0.04306315363311906,0,churn,0.02100397277316155,0.02100397277316155,0,churn,0.03096462157054081,0.03096462157054081,0,churn,0.017237533149703783,0.017237533149703783,0,churn,0.018817529132373067,0.018817529132373067,0,churn,0.009069322713080879,0.009069322713080879,0,churn,0.01759910263330783,0.01759910263330783,0,churn,0.013652653095396856,0.013652653095396856,0,Chooser (cheaper of the two)|n100 m10 churn20 lam=0.05|510
h12_incremental_elite,QI-MRFO+CXM continue+event-aware elite,n100 m10 churn20 lam=0.05,churn,100,10,501,20000,4000,11.964875221252441,0.0005402726621574024,0.003470207546870243,0.028890232020228876,0.9977061360370649,27.5,0.34375,0.0,0.020715904871060363,0.05,,0.0005402726621574024,0.018356591195955577,0,churn,0.002072749978656951,0.0296998347114537,28,churn,0.0048535777719908345,0.032095592379040506,27,churn,0.00629754611247444,0.030830386432788848,28,churn,0.005291245089669172,0.027443330143671243,22,churn,0.0016739551694413344,0.02659406014684559,31,churn,0.0022893201557683505,0.02990933331099079,31,churn,0.002406252434060401,0.025441053587542208,26,churn,0.0028770136629004584,0.029108265449498138,27,QI-MRFO+CXM continue+event-aware elite|n100 m10 churn20 lam=0.05|501
h12_incremental_elite,QI-MRFO+CXM continue+event-aware elite,n100 m10 churn20 lam=0.05,churn,100,10,502,20000,4000,11.607682943344116,0.0005632164590757931,0.005744994064253388,0.030520073876028578,0.9978481203732283,26.875,0.3359375,0.0,0.022630504258865893,0.05,,0.0005632164590757931,0.010022884797150586,0,churn,0.008413504414570706,0.028811476249909148,19,churn,0.0022276050350046456,0.03979191887455737,40,churn,0.005239474375043245,0.027952937120297096,28,churn,0.0045780435401510874,0.025305413298623094,25,churn,0.009601051817290122,0.03177047590225629,25,churn,0.00435675695153082,0.04082731857471935,38,churn,0.006975763434303119,0.02067687256408978,15,churn,0.004567752946133359,0.02902417842377647,25,QI-MRFO+CXM continue+event-aware elite|n100 m10 churn20 lam=0.05|502
h12_incremental_elite,QI-MRFO+CXM continue+event-aware elite,n100 m10 churn20 lam=0.05,churn,100,10,503,20000,4000,11.682092905044556,0.0005802236044736337,0.00477157331315513,0.03269517104910997,0.999255472857056,29.875,0.3734375,0.0,0.023528056472845914,0.05,,0.0005802236044736337,0.016924581413833583,0,churn,0.0033185591630489892,0.03766421478934748,38,churn,0.008630548243738392,0.03365744979371597,27,churn,0.004565925556943264,0.029675236793193244,26,churn,0.003106440411313917,0.034245672728193725,34,churn,0.0038223097009863964,0.040694577452468725,34,churn,0.002641254272572186,0.02859694952679053,29,churn,0.005145771494063891,0.035203586669295774,34,churn,0.006941777662573995,0.02182368063987433,17,QI-MRFO+CXM continue+event-aware elite|n100 m10 churn20 lam=0.05|503
h12_incremental_elite,QI-MRFO+CXM continue+event-aware elite,n100 m10 churn20 lam=0.05,churn,100,10,504,20000,4000,11.505086898803711,0.00047741762572902746,0.005260748146198443,0.02719235321368138,0.9954328249007086,24.625,0.3078125,0.0,0.020728264039767595,0.05,,0.00047741762572902746,0.009552112254070431,0,churn,0.006242360076738159,0.03434867912211349,30,churn,0.005109680520649282,0.02383367183745074,22,churn,0.007768167024000272,0.02543807985606695,21,churn,0.00369790523604741,0.042100867149779626,40,churn,0.0035474740929236676,0.02296980900596865,24,churn,0.0027049557877705803,0.018184588043721275,18,churn,0.004101940752350656,0.030184490786477156,28,churn,0.008913501679107521,0.02047863990787314,14,QI-MRFO+CXM continue+event-aware elite|n100 m10 churn20 lam=0.05|504
